merchant,provider,payment_method,country,weekday,hour,attempts,approvals,declines,approval_rate,average_amount
Merchant_A,Stripe,cash_in_store,MX,0,18,38,34,4,0.8947,902.36
Merchant_A,Stripe,cash_in_store,MX,0,19,28,27,1,0.9643,917.17
Merchant_A,Stripe,cash_in_store,MX,0,20,22,18,4,0.8182,846.15
Merchant_A,Stripe,cash_in_store,MX,0,21,19,15,4,0.7895,1037.53
Merchant_A,Stripe,cash_in_store,MX,0,22,7,5,2,0.7143,1017.92
Merchant_A,Stripe,cash_in_store,MX,0,23,5,5,0,1.0,712.63
Merchant_A,Stripe,cash_in_store,MX,1,0,3,3,0,1.0,972.56
Merchant_A,Stripe,cash_in_store,MX,1,1,4,4,0,1.0,646.16
Merchant_A,Stripe,cash_in_store,MX,1,2,3,3,0,1.0,520.59
Merchant_A,Stripe,cash_in_store,MX,1,3,1,1,0,1.0,1028.39
Merchant_A,Stripe,cash_in_store,MX,1,4,4,4,0,1.0,818.12
Merchant_A,Stripe,cash_in_store,MX,1,5,5,5,0,1.0,682.84
Merchant_A,Stripe,cash_in_store,MX,1,6,12,8,4,0.6667,799.68
Merchant_A,Stripe,cash_in_store,MX,1,7,25,18,7,0.72,870.65
Merchant_A,Stripe,cash_in_store,MX,1,8,49,43,6,0.8776,833.68
Merchant_A,Stripe,cash_in_store,MX,1,9,56,44,12,0.7857,972.64
Merchant_A,Stripe,cash_in_store,MX,1,10,85,70,15,0.8235,944.84
Merchant_A,Stripe,cash_in_store,MX,1,11,77,62,15,0.8052,807.72
Merchant_A,Stripe,cash_in_store,MX,1,12,70,55,15,0.7857,913.61
Merchant_A,Stripe,cash_in_store,MX,1,13,67,52,15,0.7761,940.82
Merchant_A,Stripe,cash_in_store,MX,1,14,58,50,8,0.8621,894.13
Merchant_A,Stripe,cash_in_store,MX,1,15,61,48,13,0.7869,917.27
Merchant_A,Stripe,cash_in_store,MX,1,16,49,39,10,0.7959,1095.59
Merchant_A,Stripe,cash_in_store,MX,1,17,60,49,11,0.8167,854.67
Merchant_A,Stripe,cash_in_store,MX,1,18,51,38,13,0.7451,816.43
Merchant_A,Stripe,cash_in_store,MX,1,19,45,37,8,0.8222,876.36
Merchant_A,Stripe,cash_in_store,MX,1,20,32,27,5,0.8438,941.8
Merchant_A,Stripe,cash_in_store,MX,1,21,21,18,3,0.8571,1031.02
Merchant_A,Stripe,cash_in_store,MX,1,22,10,9,1,0.9,963.17
Merchant_A,Stripe,cash_in_store,MX,1,23,9,8,1,0.8889,1296.51
Merchant_A,Stripe,cash_in_store,MX,2,0,9,7,2,0.7778,1141.19
Merchant_A,Stripe,cash_in_store,MX,2,1,3,3,0,1.0,271.77
Merchant_A,Stripe,cash_in_store,MX,2,2,3,3,0,1.0,1229.54
Merchant_A,Stripe,cash_in_store,MX,2,3,2,2,0,1.0,624.38
Merchant_A,Stripe,cash_in_store,MX,2,4,2,1,1,0.5,904.44
Merchant_A,Stripe,cash_in_store,MX,2,5,5,3,2,0.6,1048.52
Merchant_A,Stripe,cash_in_store,MX,2,6,17,13,4,0.7647,1107.83
Merchant_A,Stripe,cash_in_store,MX,2,7,29,24,5,0.8276,877.22
Merchant_A,Stripe,cash_in_store,MX,2,8,47,39,8,0.8298,856.66
Merchant_A,Stripe,cash_in_store,MX,2,9,55,45,10,0.8182,847.54
Merchant_A,Stripe,cash_in_store,MX,2,10,75,54,21,0.72,770.85
Merchant_A,Stripe,cash_in_store,MX,2,11,70,56,14,0.8,916.7
Merchant_A,Stripe,cash_in_store,MX,2,12,72,62,10,0.8611,932.47
Merchant_A,Stripe,cash_in_store,MX,2,13,66,56,10,0.8485,1011.57
Merchant_A,Stripe,cash_in_store,MX,2,14,61,50,11,0.8197,957.26
Merchant_A,Stripe,cash_in_store,MX,2,15,59,53,6,0.8983,895.55
Merchant_A,Stripe,cash_in_store,MX,2,16,74,64,10,0.8649,995.92
Merchant_A,Stripe,cash_in_store,MX,2,17,69,60,9,0.8696,878.84
Merchant_A,Stripe,cash_in_store,MX,2,18,44,34,10,0.7727,951.89
Merchant_A,Stripe,cash_in_store,MX,2,19,25,20,5,0.8,802.34
Merchant_A,Stripe,cash_in_store,MX,2,20,34,32,2,0.9412,848.88
Merchant_A,Stripe,cash_in_store,MX,2,21,18,16,2,0.8889,860.17
Merchant_A,Stripe,cash_in_store,MX,2,22,19,17,2,0.8947,966.16
Merchant_A,Stripe,cash_in_store,MX,2,23,6,4,2,0.6667,1031.17
Merchant_A,Stripe,cash_in_store,MX,3,0,10,9,1,0.9,750.91
Merchant_A,Stripe,cash_in_store,MX,3,1,8,5,3,0.625,1137.75
Merchant_A,Stripe,cash_in_store,MX,3,2,5,5,0,1.0,986.83
Merchant_A,Stripe,cash_in_store,MX,3,3,4,3,1,0.75,1196.36
Merchant_A,Stripe,cash_in_store,MX,3,5,5,5,0,1.0,910.48
Merchant_A,Stripe,cash_in_store,MX,3,6,9,9,0,1.0,934.52
Merchant_A,Stripe,cash_in_store,MX,3,7,28,26,2,0.9286,817.53
Merchant_A,Stripe,cash_in_store,MX,3,8,41,34,7,0.8293,863.62
Merchant_A,Stripe,cash_in_store,MX,3,9,50,42,8,0.84,867.23
Merchant_A,Stripe,cash_in_store,MX,3,10,53,44,9,0.8302,908.65
Merchant_A,Stripe,cash_in_store,MX,3,11,60,50,10,0.8333,929.18
Merchant_A,Stripe,cash_in_store,MX,3,12,73,67,6,0.9178,892.31
Merchant_A,Stripe,cash_in_store,MX,3,13,58,53,5,0.9138,864.91
Merchant_A,Stripe,cash_in_store,MX,3,14,67,51,16,0.7612,953.69
Merchant_A,Stripe,cash_in_store,MX,3,15,72,65,7,0.9028,857.7
Merchant_A,Stripe,cash_in_store,MX,3,16,51,44,7,0.8627,944.07
Merchant_A,Stripe,cash_in_store,MX,3,17,37,33,4,0.8919,889.48
Merchant_A,Stripe,cash_in_store,MX,3,18,46,38,8,0.8261,972.87
Merchant_A,Stripe,cash_in_store,MX,3,19,54,45,9,0.8333,957.32
Merchant_A,Stripe,cash_in_store,MX,3,20,27,22,5,0.8148,894.79
Merchant_A,Stripe,cash_in_store,MX,3,21,16,10,6,0.625,1042.93
Merchant_A,Stripe,cash_in_store,MX,3,22,9,8,1,0.8889,646.54
Merchant_A,Stripe,cash_in_store,MX,3,23,6,4,2,0.6667,829.18
Merchant_A,Stripe,cash_in_store,MX,4,0,3,3,0,1.0,632.59
Merchant_A,Stripe,cash_in_store,MX,4,1,3,3,0,1.0,1383.36
Merchant_A,Stripe,cash_in_store,MX,4,2,2,2,0,1.0,1100.87
Merchant_A,Stripe,cash_in_store,MX,4,3,3,3,0,1.0,1180.56
Merchant_A,Stripe,cash_in_store,MX,4,5,7,6,1,0.8571,1160.9
Merchant_A,Stripe,cash_in_store,MX,4,6,16,12,4,0.75,821.67
Merchant_A,Stripe,cash_in_store,MX,4,7,32,29,3,0.9062,1031.99
Merchant_A,Stripe,cash_in_store,MX,4,8,52,40,12,0.7692,870.12
Merchant_A,Stripe,cash_in_store,MX,4,9,59,47,12,0.7966,820.03
Merchant_A,Stripe,cash_in_store,MX,4,10,68,54,14,0.7941,937.25
Merchant_A,Stripe,cash_in_store,MX,4,11,73,61,12,0.8356,911.37
Merchant_A,Stripe,cash_in_store,MX,4,12,69,55,14,0.7971,921.58
Merchant_A,Stripe,cash_in_store,MX,4,13,58,53,5,0.9138,927.67
Merchant_A,Stripe,cash_in_store,MX,4,14,47,37,10,0.7872,960.38
Merchant_A,Stripe,cash_in_store,MX,4,15,61,54,7,0.8852,983.35
Merchant_A,Stripe,cash_in_store,MX,4,16,58,50,8,0.8621,916.87
Merchant_A,Stripe,cash_in_store,MX,4,17,58,52,6,0.8966,939.05
Merchant_A,Stripe,cash_in_store,MX,4,18,34,30,4,0.8824,969.79
Merchant_A,Stripe,cash_in_store,MX,4,19,42,37,5,0.881,854.94
Merchant_A,Stripe,cash_in_store,MX,4,20,35,23,12,0.6571,923.89
Merchant_A,Stripe,cash_in_store,MX,4,21,16,15,1,0.9375,1022.13
Merchant_A,Stripe,cash_in_store,MX,4,22,11,10,1,0.9091,905.57
Merchant_A,Stripe,cash_in_store,MX,4,23,9,7,2,0.7778,846.97
Merchant_A,Stripe,cash_in_store,MX,5,0,4,4,0,1.0,1019.8
Merchant_A,Stripe,cash_in_store,MX,5,1,3,3,0,1.0,1013.8
Merchant_A,Stripe,cash_in_store,MX,5,2,3,3,0,1.0,983.13
Merchant_A,Stripe,cash_in_store,MX,5,3,7,4,3,0.5714,802.93
Merchant_A,Stripe,cash_in_store,MX,5,4,6,5,1,0.8333,616.34
Merchant_A,Stripe,cash_in_store,MX,5,5,5,5,0,1.0,621.53
Merchant_A,Stripe,cash_in_store,MX,5,6,18,15,3,0.8333,804.26
Merchant_A,Stripe,cash_in_store,MX,5,7,25,19,6,0.76,1034.12
Merchant_A,Stripe,cash_in_store,MX,5,8,49,47,2,0.9592,967.82
Merchant_A,Stripe,cash_in_store,MX,5,9,63,53,10,0.8413,903.29
Merchant_A,Stripe,cash_in_store,MX,5,10,124,103,21,0.8306,871.94
Merchant_A,Stripe,cash_in_store,MX,5,11,62,56,6,0.9032,876.7
Merchant_A,Stripe,cash_in_store,MX,5,12,71,59,12,0.831,818.55
Merchant_A,Stripe,cash_in_store,MX,5,13,69,57,12,0.8261,928.27
Merchant_A,Stripe,cash_in_store,MX,5,14,52,38,14,0.7308,858.83
Merchant_A,Stripe,cash_in_store,MX,5,15,56,48,8,0.8571,952.47
Merchant_A,Stripe,cash_in_store,MX,5,16,46,36,10,0.7826,927.2
Merchant_A,Stripe,cash_in_store,MX,5,17,52,43,9,0.8269,921.24
Merchant_A,Stripe,cash_in_store,MX,5,18,54,43,11,0.7963,819.66
Merchant_A,Stripe,cash_in_store,MX,5,19,38,30,8,0.7895,865.33
Merchant_A,Stripe,cash_in_store,MX,5,20,29,25,4,0.8621,1028.02
Merchant_A,Stripe,cash_in_store,MX,5,21,12,12,0,1.0,955.6
Merchant_A,Stripe,cash_in_store,MX,5,22,7,4,3,0.5714,733.55
Merchant_A,Stripe,cash_in_store,MX,5,23,8,8,0,1.0,576.33
Merchant_A,Stripe,cash_in_store,MX,6,0,8,6,2,0.75,859.56
Merchant_A,Stripe,cash_in_store,MX,6,1,1,1,0,1.0,1022.53
Merchant_A,Stripe,cash_in_store,MX,6,2,2,2,0,1.0,645.29
Merchant_A,Stripe,cash_in_store,MX,6,3,2,1,1,0.5,1697.28
Merchant_A,Stripe,cash_in_store,MX,6,4,1,1,0,1.0,941.58
Merchant_A,Stripe,cash_in_store,MX,6,5,7,6,1,0.8571,1304.92
Merchant_A,Stripe,cash_in_store,MX,6,6,9,7,2,0.7778,660.26
Merchant_A,Stripe,cash_in_store,MX,6,7,20,20,0,1.0,961.77
Merchant_A,Stripe,cash_in_store,MX,6,8,34,26,8,0.7647,789.95
Merchant_A,Stripe,cash_in_store,MX,6,9,56,47,9,0.8393,1002.49
Merchant_A,Stripe,cash_in_store,MX,6,10,65,56,9,0.8615,932.49
Merchant_A,Stripe,cash_in_store,MX,6,11,62,53,9,0.8548,892.26
Merchant_A,Stripe,cash_in_store,MX,6,12,86,71,15,0.8256,861.2
Merchant_A,Stripe,cash_in_store,MX,6,13,57,48,9,0.8421,990.76
Merchant_A,Stripe,cash_in_store,MX,6,14,65,52,13,0.8,926.74
Merchant_A,Stripe,cash_in_store,MX,6,15,77,64,13,0.8312,880.29
Merchant_A,Stripe,cash_in_store,MX,6,16,50,40,10,0.8,880.32
Merchant_A,Stripe,cash_in_store,MX,6,17,63,50,13,0.7937,904.85
Merchant_A,Stripe,cash_in_store,MX,6,18,36,27,9,0.75,894.17
Merchant_A,Stripe,cash_in_store,MX,6,19,35,27,8,0.7714,886.15
Merchant_A,Stripe,cash_in_store,MX,6,20,26,22,4,0.8462,877.96
Merchant_A,Stripe,cash_in_store,MX,6,21,10,9,1,0.9,948.18
Merchant_A,Stripe,cash_in_store,MX,6,22,12,10,2,0.8333,700.78
Merchant_A,Stripe,cash_in_store,MX,6,23,5,3,2,0.6,1153.59
Merchant_A,Stripe,wallet,BR,0,0,3,2,1,0.6667,278.27
Merchant_A,Stripe,wallet,BR,0,1,6,6,0,1.0,398.71
Merchant_A,Stripe,wallet,BR,0,2,1,1,0,1.0,477.25
Merchant_A,Stripe,wallet,BR,0,3,1,1,0,1.0,174.86
Merchant_A,Stripe,wallet,BR,0,4,4,4,0,1.0,216.08
Merchant_A,Stripe,wallet,BR,0,5,3,3,0,1.0,157.56
Merchant_A,Stripe,wallet,BR,0,6,16,15,1,0.9375,290.73
Merchant_A,Stripe,wallet,BR,0,7,15,14,1,0.9333,331.96
Merchant_A,Stripe,wallet,BR,0,8,41,41,0,1.0,304.82
Merchant_A,Stripe,wallet,BR,0,9,58,54,4,0.931,289.09
Merchant_A,Stripe,wallet,BR,0,10,52,47,5,0.9038,268.06
Merchant_A,Stripe,wallet,BR,0,11,59,53,6,0.8983,284.15
Merchant_A,Stripe,wallet,BR,0,12,58,55,3,0.9483,279.11
Merchant_A,Stripe,wallet,BR,0,13,67,60,7,0.8955,267.78
Merchant_A,Stripe,wallet,BR,0,14,69,67,2,0.971,289.82
Merchant_A,Stripe,wallet,BR,0,15,57,52,5,0.9123,290.09
Merchant_A,Stripe,wallet,BR,0,16,53,52,1,0.9811,284.06
Merchant_A,Stripe,wallet,BR,0,17,49,47,2,0.9592,305.38
Merchant_A,Stripe,wallet,BR,0,18,42,37,5,0.881,281.55
Merchant_A,Stripe,wallet,BR,0,19,39,34,5,0.8718,286.5
Merchant_A,Stripe,wallet,BR,0,20,22,21,1,0.9545,322.17
Merchant_A,Stripe,wallet,BR,0,21,7,7,0,1.0,330.04
Merchant_A,Stripe,wallet,BR,0,22,9,9,0,1.0,178.76
Merchant_A,Stripe,wallet,BR,0,23,8,7,1,0.875,241.01
Merchant_A,Stripe,wallet,BR,1,0,5,5,0,1.0,221.73
Merchant_A,Stripe,wallet,BR,1,1,6,6,0,1.0,254.92
Merchant_A,Stripe,wallet,BR,1,2,2,1,1,0.5,234.84
Merchant_A,Stripe,wallet,BR,1,3,2,2,0,1.0,448.61
Merchant_A,Stripe,wallet,BR,1,4,1,1,0,1.0,680.41
Merchant_A,Stripe,wallet,BR,1,5,3,3,0,1.0,152.91
Merchant_A,Stripe,wallet,BR,1,6,8,8,0,1.0,258.56
Merchant_A,Stripe,wallet,BR,1,7,27,26,1,0.963,299.64
Merchant_A,Stripe,wallet,BR,1,8,35,32,3,0.9143,255.22
Merchant_A,Stripe,wallet,BR,1,9,46,43,3,0.9348,328.63
Merchant_A,Stripe,wallet,BR,1,10,89,75,14,0.8427,281.12
Merchant_A,Stripe,wallet,BR,1,11,75,67,8,0.8933,275.08
Merchant_A,Stripe,wallet,BR,1,12,88,80,8,0.9091,277.98
Merchant_A,Stripe,wallet,BR,1,13,62,58,4,0.9355,304.87
Merchant_A,Stripe,wallet,BR,1,14,64,60,4,0.9375,270.47
Merchant_A,Stripe,wallet,BR,1,15,58,54,4,0.931,278.8
Merchant_A,Stripe,wallet,BR,1,16,54,50,4,0.9259,278.34
Merchant_A,Stripe,wallet,BR,1,17,45,43,2,0.9556,319.34
Merchant_A,Stripe,wallet,BR,1,18,42,36,6,0.8571,282.24
Merchant_A,Stripe,wallet,BR,1,19,33,29,4,0.8788,277.32
Merchant_A,Stripe,wallet,BR,1,20,21,19,2,0.9048,295.05
Merchant_A,Stripe,wallet,BR,1,21,28,25,3,0.8929,276.77
Merchant_A,Stripe,wallet,BR,1,22,14,14,0,1.0,270.09
Merchant_A,Stripe,wallet,BR,1,23,5,4,1,0.8,218.97
Merchant_A,Stripe,wallet,BR,2,0,6,6,0,1.0,208.08
Merchant_A,Stripe,wallet,BR,2,1,6,6,0,1.0,273.86
Merchant_A,Stripe,wallet,BR,2,2,2,2,0,1.0,325.7
Merchant_A,Stripe,wallet,BR,2,3,3,2,1,0.6667,275.98
Merchant_A,Stripe,wallet,BR,2,4,3,3,0,1.0,391.48
Merchant_A,Stripe,wallet,BR,2,5,9,8,1,0.8889,347.45
Merchant_A,Stripe,wallet,BR,2,6,11,11,0,1.0,103.85
Merchant_A,Stripe,wallet,BR,2,7,24,22,2,0.9167,241.92
Merchant_A,Stripe,wallet,BR,2,8,48,45,3,0.9375,298.08
Merchant_A,Stripe,wallet,BR,2,9,51,47,4,0.9216,315.0
Merchant_A,Stripe,wallet,BR,2,10,61,58,3,0.9508,268.13
Merchant_A,Stripe,wallet,BR,2,11,67,60,7,0.8955,298.1
Merchant_A,Stripe,wallet,BR,2,12,82,76,6,0.9268,292.51
Merchant_A,Stripe,wallet,BR,2,13,54,52,2,0.963,316.63
Merchant_A,Stripe,wallet,BR,2,14,79,75,4,0.9494,274.95
Merchant_A,Stripe,wallet,BR,2,15,71,61,10,0.8592,306.29
Merchant_A,Stripe,wallet,BR,2,16,48,46,2,0.9583,292.66
Merchant_A,Stripe,wallet,BR,2,17,63,60,3,0.9524,299.42
Merchant_A,Stripe,wallet,BR,2,18,56,53,3,0.9464,266.76
Merchant_A,Stripe,wallet,BR,2,19,38,33,5,0.8684,257.52
Merchant_A,Stripe,wallet,BR,2,20,33,31,2,0.9394,296.53
Merchant_A,Stripe,wallet,BR,2,21,27,26,1,0.963,273.37
Merchant_A,Stripe,wallet,BR,2,22,8,8,0,1.0,304.4
Merchant_A,Stripe,wallet,BR,2,23,9,9,0,1.0,258.05
Merchant_A,Stripe,wallet,BR,3,0,10,9,1,0.9,233.96
Merchant_A,Stripe,wallet,BR,3,1,5,4,1,0.8,244.2
Merchant_A,Stripe,wallet,BR,3,3,1,1,0,1.0,240.92
Merchant_A,Stripe,wallet,BR,3,4,3,3,0,1.0,386.18
Merchant_A,Stripe,wallet,BR,3,5,7,5,2,0.7143,280.78
Merchant_A,Stripe,wallet,BR,3,6,12,10,2,0.8333,239.57
Merchant_A,Stripe,wallet,BR,3,7,26,24,2,0.9231,249.55
Merchant_A,Stripe,wallet,BR,3,8,55,51,4,0.9273,268.71
Merchant_A,Stripe,wallet,BR,3,9,50,46,4,0.92,260.66
Merchant_A,Stripe,wallet,BR,3,10,46,43,3,0.9348,271.95
Merchant_A,Stripe,wallet,BR,3,11,80,74,6,0.925,286.89
Merchant_A,Stripe,wallet,BR,3,12,91,84,7,0.9231,299.66
Merchant_A,Stripe,wallet,BR,3,13,68,65,3,0.9559,308.3
Merchant_A,Stripe,wallet,BR,3,14,66,59,7,0.8939,289.99
Merchant_A,Stripe,wallet,BR,3,15,81,75,6,0.9259,288.37
Merchant_A,Stripe,wallet,BR,3,16,48,43,5,0.8958,260.84
Merchant_A,Stripe,wallet,BR,3,17,48,45,3,0.9375,277.61
Merchant_A,Stripe,wallet,BR,3,18,38,32,6,0.8421,294.46
Merchant_A,Stripe,wallet,BR,3,19,44,38,6,0.8636,308.59
Merchant_A,Stripe,wallet,BR,3,20,25,24,1,0.96,282.32
Merchant_A,Stripe,wallet,BR,3,21,15,12,3,0.8,317.81
Merchant_A,Stripe,wallet,BR,3,22,15,14,1,0.9333,214.44
Merchant_A,Stripe,wallet,BR,3,23,4,3,1,0.75,206.8
Merchant_A,Stripe,wallet,BR,4,0,8,8,0,1.0,262.98
Merchant_A,Stripe,wallet,BR,4,1,3,3,0,1.0,375.4
Merchant_A,Stripe,wallet,BR,4,2,3,3,0,1.0,203.18
Merchant_A,Stripe,wallet,BR,4,3,1,0,1,0.0,345.21
Merchant_A,Stripe,wallet,BR,4,4,2,2,0,1.0,267.48
Merchant_A,Stripe,wallet,BR,4,5,7,7,0,1.0,223.41
Merchant_A,Stripe,wallet,BR,4,6,8,7,1,0.875,342.84
Merchant_A,Stripe,wallet,BR,4,7,28,25,3,0.8929,242.12
Merchant_A,Stripe,wallet,BR,4,8,45,42,3,0.9333,287.18
Merchant_A,Stripe,wallet,BR,4,9,50,47,3,0.94,267.96
Merchant_A,Stripe,wallet,BR,4,10,63,57,6,0.9048,305.78
Merchant_A,Stripe,wallet,BR,4,11,66,58,8,0.8788,258.88
Merchant_A,Stripe,wallet,BR,4,12,78,75,3,0.9615,263.61
Merchant_A,Stripe,wallet,BR,4,13,81,74,7,0.9136,280.64
Merchant_A,Stripe,wallet,BR,4,14,62,57,5,0.9194,264.81
Merchant_A,Stripe,wallet,BR,4,15,47,45,2,0.9574,256.29
Merchant_A,Stripe,wallet,BR,4,16,59,51,8,0.8644,265.41
Merchant_A,Stripe,wallet,BR,4,17,66,59,7,0.8939,284.5
Merchant_A,Stripe,wallet,BR,4,18,46,42,4,0.913,290.8
Merchant_A,Stripe,wallet,BR,4,19,38,37,1,0.9737,282.69
Merchant_A,Stripe,wallet,BR,4,20,33,32,1,0.9697,334.22
Merchant_A,Stripe,wallet,BR,4,21,12,12,0,1.0,300.32
Merchant_A,Stripe,wallet,BR,4,22,14,13,1,0.9286,278.53
Merchant_A,Stripe,wallet,BR,4,23,10,10,0,1.0,215.77
Merchant_A,Stripe,wallet,BR,5,0,4,3,1,0.75,245.16
Merchant_A,Stripe,wallet,BR,5,1,3,3,0,1.0,318.72
Merchant_A,Stripe,wallet,BR,5,2,2,2,0,1.0,296.88
Merchant_A,Stripe,wallet,BR,5,3,1,1,0,1.0,28.0
Merchant_A,Stripe,wallet,BR,5,4,4,4,0,1.0,311.01
Merchant_A,Stripe,wallet,BR,5,5,4,4,0,1.0,186.19
Merchant_A,Stripe,wallet,BR,5,6,16,15,1,0.9375,301.47
Merchant_A,Stripe,wallet,BR,5,7,25,24,1,0.96,236.48
Merchant_A,Stripe,wallet,BR,5,8,42,38,4,0.9048,322.97
Merchant_A,Stripe,wallet,BR,5,9,52,47,5,0.9038,294.54
Merchant_A,Stripe,wallet,BR,5,10,143,138,5,0.965,282.21
Merchant_A,Stripe,wallet,BR,5,11,62,55,7,0.8871,276.27
Merchant_A,Stripe,wallet,BR,5,12,65,58,7,0.8923,232.76
Merchant_A,Stripe,wallet,BR,5,13,61,57,4,0.9344,289.74
Merchant_A,Stripe,wallet,BR,5,14,49,41,8,0.8367,286.68
Merchant_A,Stripe,wallet,BR,5,15,57,50,7,0.8772,274.97
Merchant_A,Stripe,wallet,BR,5,16,53,48,5,0.9057,265.85
Merchant_A,Stripe,wallet,BR,5,17,46,41,5,0.8913,299.08
Merchant_A,Stripe,wallet,BR,5,18,43,38,5,0.8837,292.61
Merchant_A,Stripe,wallet,BR,5,19,30,28,2,0.9333,254.9
Merchant_A,Stripe,wallet,BR,5,20,16,15,1,0.9375,373.24
Merchant_A,Stripe,wallet,BR,5,21,17,17,0,1.0,272.82
Merchant_A,Stripe,wallet,BR,5,22,10,9,1,0.9,201.8
Merchant_A,Stripe,wallet,BR,5,23,7,6,1,0.8571,259.71
Merchant_A,Stripe,wallet,BR,6,0,6,6,0,1.0,306.79
Merchant_A,Stripe,wallet,BR,6,1,9,8,1,0.8889,319.32
Merchant_A,Stripe,wallet,BR,6,2,3,2,1,0.6667,367.01
Merchant_A,Stripe,wallet,BR,6,3,3,3,0,1.0,264.01
Merchant_A,Stripe,wallet,BR,6,4,1,1,0,1.0,221.5
Merchant_A,Stripe,wallet,BR,6,5,4,4,0,1.0,249.94
Merchant_A,Stripe,wallet,BR,6,6,17,16,1,0.9412,336.08
Merchant_A,Stripe,wallet,BR,6,7,35,31,4,0.8857,284.87
Merchant_A,Stripe,wallet,BR,6,8,34,31,3,0.9118,272.51
Merchant_A,Stripe,wallet,BR,6,9,45,41,4,0.9111,274.86
Merchant_A,Stripe,wallet,BR,6,10,53,48,5,0.9057,258.25
Merchant_A,Stripe,wallet,BR,6,11,65,57,8,0.8769,273.79
Merchant_A,Stripe,wallet,BR,6,12,57,50,7,0.8772,324.28
Merchant_A,Stripe,wallet,BR,6,13,56,50,6,0.8929,281.28
Merchant_A,Stripe,wallet,BR,6,14,54,46,8,0.8519,326.15
Merchant_A,Stripe,wallet,BR,6,15,52,48,4,0.9231,317.42
Merchant_A,Stripe,wallet,BR,6,16,56,55,1,0.9821,300.88
Merchant_A,Stripe,wallet,BR,6,17,45,41,4,0.9111,316.88
Merchant_A,Stripe,wallet,BR,6,18,46,43,3,0.9348,308.84
Merchant_A,Stripe,wallet,BR,6,19,47,45,2,0.9574,308.45
Merchant_A,Stripe,wallet,BR,6,20,19,18,1,0.9474,279.57
Merchant_A,Stripe,wallet,BR,6,21,18,18,0,1.0,282.53
Merchant_A,Stripe,wallet,BR,6,22,7,6,1,0.8571,213.43
Merchant_A,Stripe,wallet,BR,6,23,7,7,0,1.0,164.93
Merchant_A,Stripe,wallet,CO,0,0,6,6,0,1.0,163856.06
Merchant_A,Stripe,wallet,CO,0,1,3,3,0,1.0,108830.28
Merchant_A,Stripe,wallet,CO,0,2,1,1,0,1.0,88903.61
Merchant_A,Stripe,wallet,CO,0,3,3,3,0,1.0,139385.06
Merchant_A,Stripe,wallet,CO,0,4,1,1,0,1.0,230838.18
Merchant_A,Stripe,wallet,CO,0,5,5,5,0,1.0,124633.49
Merchant_A,Stripe,wallet,CO,0,6,16,15,1,0.9375,116454.12
Merchant_A,Stripe,wallet,CO,0,7,21,18,3,0.8571,135461.82
Merchant_A,Stripe,wallet,CO,0,8,43,42,1,0.9767,115100.55
Merchant_A,Stripe,wallet,CO,0,9,47,45,2,0.9574,130720.98
Merchant_A,Stripe,wallet,CO,0,10,56,47,9,0.8393,124126.34
Merchant_A,Stripe,wallet,CO,0,11,43,40,3,0.9302,118653.95
Merchant_A,Stripe,wallet,CO,0,12,74,70,4,0.9459,130657.03
Merchant_A,Stripe,wallet,CO,0,13,54,49,5,0.9074,111448.29
Merchant_A,Stripe,wallet,CO,0,14,59,52,7,0.8814,107642.65
Merchant_A,Stripe,wallet,CO,0,15,50,40,10,0.8,127353.93
Merchant_A,Stripe,wallet,CO,0,16,31,27,4,0.871,100465.27
Merchant_A,Stripe,wallet,CO,0,17,45,38,7,0.8444,108685.71
Merchant_A,Stripe,wallet,CO,0,18,38,35,3,0.9211,132521.95
Merchant_A,Stripe,wallet,CO,0,19,41,38,3,0.9268,125665.13
Merchant_A,Stripe,wallet,CO,0,20,27,25,2,0.9259,150729.99
Merchant_A,Stripe,wallet,CO,0,21,10,9,1,0.9,108379.64
Merchant_A,Stripe,wallet,CO,0,22,9,9,0,1.0,153742.96
Merchant_A,Stripe,wallet,CO,0,23,7,5,2,0.7143,83675.39
Merchant_A,Stripe,wallet,CO,1,0,6,6,0,1.0,131576.99
Merchant_A,Stripe,wallet,CO,1,1,2,2,0,1.0,84174.47
Merchant_A,Stripe,wallet,CO,1,2,3,2,1,0.6667,71979.11
Merchant_A,Stripe,wallet,CO,1,4,2,1,1,0.5,166017.4
Merchant_A,Stripe,wallet,CO,1,5,2,2,0,1.0,129059.64
Merchant_A,Stripe,wallet,CO,1,6,12,11,1,0.9167,107792.41
Merchant_A,Stripe,wallet,CO,1,7,22,21,1,0.9545,141902.48
Merchant_A,Stripe,wallet,CO,1,8,42,42,0,1.0,105689.18
Merchant_A,Stripe,wallet,CO,1,9,53,52,1,0.9811,119357.42
Merchant_A,Stripe,wallet,CO,1,10,80,75,5,0.9375,128247.39
Merchant_A,Stripe,wallet,CO,1,11,59,56,3,0.9492,126469.49
Merchant_A,Stripe,wallet,CO,1,12,69,65,4,0.942,106173.93
Merchant_A,Stripe,wallet,CO,1,13,71,67,4,0.9437,112085.98
Merchant_A,Stripe,wallet,CO,1,14,47,45,2,0.9574,122372.56
Merchant_A,Stripe,wallet,CO,1,15,63,59,4,0.9365,134064.06
Merchant_A,Stripe,wallet,CO,1,16,64,56,8,0.875,129123.3
Merchant_A,Stripe,wallet,CO,1,17,36,36,0,1.0,125460.05
Merchant_A,Stripe,wallet,CO,1,18,42,37,5,0.881,122443.23
