transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,amount,currency,status,decline_code,is_retry,injected_incident_id
live_5026e3764d18,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,BR,,469.92,BRL,approved,,False,
live_d3f8987c4955,2026-08-31 10:00:00,Merchant_A,Adyen,card,BR,Banco do Brasil,382.2,BRL,approved,,False,
live_31bc95203af6,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,MX,,328.5,MXN,approved,,False,
live_3e8540d24d1e,2026-08-31 10:00:00,Merchant_B,Adyen,cash_in_store,MX,,1716.72,MXN,approved,,False,
live_37eacedd8f1c,2026-08-31 10:00:00,Merchant_C,dLocal,card,BR,Nubank,96.58,BRL,approved,,False,
live_11e8bac010c6,2026-08-31 10:00:00,Merchant_A,Adyen,card,BR,Itau,328.42,BRL,approved,,False,
live_49c762d6dc15,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,67200.69,COP,approved,,False,
live_84a97860ed64,2026-08-31 10:00:00,Merchant_A,Stripe,card,BR,Banco do Brasil,269.74,BRL,approved,,False,
live_d5acb94d1f4b,2026-08-31 10:00:00,Merchant_A,Stripe,card,CO,Bancolombia,143013.37,COP,approved,,False,
live_e0604a7d8ed8,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,BR,,331.42,BRL,approved,,False,
live_e5bafaac7421,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,MX,,1110.96,MXN,approved,,False,
live_899e311c3ef9,2026-08-31 10:00:00,Merchant_C,dLocal,card,MX,Santander,1706.86,MXN,approved,,False,
live_f2a6ec4fabef,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,MX,,1126.77,MXN,approved,,False,
live_5acdff558f54,2026-08-31 10:00:00,Merchant_A,Stripe,cash_in_store,MX,,777.92,MXN,approved,,False,
live_0da5a8a415a6,2026-08-31 10:00:00,Merchant_C,Stripe,PIX,BR,,434.25,BRL,approved,,False,
live_5ecb4d6a0e68,2026-08-31 10:00:00,Merchant_A,Stripe,cash_in_store,MX,,1494.74,MXN,approved,,False,
live_c112c45b9322,2026-08-31 10:00:00,Merchant_C,Stripe,card,MX,Banorte,286.2,MXN,approved,,False,
live_bda662284f29,2026-08-31 10:00:00,Merchant_B,dLocal,PSE,CO,,161818.0,COP,approved,,False,
live_755351bbb97c,2026-08-31 10:00:00,Merchant_C,Stripe,card,MX,BBVA,1250.59,MXN,approved,,False,
live_63385da788ac,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,MX,,751.22,MXN,approved,,False,
live_26c2a1741e6b,2026-08-31 10:00:00,Merchant_C,Adyen,card,BR,Itau,500.11,BRL,approved,,False,
live_4aba96c8cf74,2026-08-31 10:00:00,Merchant_C,Adyen,card,MX,Citibanamex,824.97,MXN,approved,,False,
live_63aa3a7b28eb,2026-08-31 10:00:00,Merchant_B,Stripe,PIX,BR,,300.09,BRL,approved,,False,
live_6853b137f694,2026-08-31 10:00:00,Merchant_B,Stripe,PIX,BR,,252.31,BRL,approved,,False,
live_19509b7d3543,2026-08-31 10:00:00,Merchant_A,dLocal,PIX,BR,,282.49,BRL,approved,,False,
live_b6203a48f639,2026-08-31 10:00:00,Merchant_A,dLocal,cash_in_store,MX,,351.86,MXN,approved,,False,
live_f28d08eac94b,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,MX,,179.97,MXN,approved,,False,
live_85bafb2b505b,2026-08-31 10:00:00,Merchant_B,dLocal,card,MX,Santander,1697.25,MXN,approved,,False,
live_a359cb8c7075,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,BR,,144.49,BRL,approved,,False,
live_d2847f5a34d3,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,50602.54,COP,approved,,False,
live_754a619ff131,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,CO,,12000.0,COP,approved,,False,
live_443bbd466710,2026-08-31 10:00:00,Merchant_B,Stripe,card,MX,Citibanamex,580.52,MXN,approved,,False,
live_226b676703c5,2026-08-31 10:00:00,Merchant_B,dLocal,card,CO,Davivienda,27383.71,COP,approved,,False,
live_966b7ee0cb10,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,BR,,542.72,BRL,declined,INVALID_CARD,False,
live_859bbe8d1f8d,2026-08-31 10:00:00,Merchant_B,Adyen,card,MX,BBVA,1404.91,MXN,approved,,False,
live_042fb54bd824,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,71829.48,COP,declined,INSUFFICIENT_FUNDS,False,
live_c0d996c768cf,2026-08-31 10:00:00,Merchant_A,dLocal,PSE,CO,,277670.51,COP,approved,,False,
live_e7ee1769ca72,2026-08-31 10:00:00,Merchant_C,Adyen,wallet,CO,,188723.58,COP,approved,,False,
live_87340ffa0a48,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,MX,,737.58,MXN,approved,,False,
live_06e917d54b5c,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,CO,,12000.0,COP,approved,,False,
live_6e2c311139ea,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,2045.47,MXN,approved,,False,
live_8554d8c16a29,2026-08-31 10:00:00,Merchant_B,Stripe,card,BR,Banco do Brasil,57.67,BRL,approved,,False,
live_16367c20c28e,2026-08-31 10:00:00,Merchant_B,Adyen,card,MX,BBVA,90.0,MXN,approved,,False,
live_906914e242c9,2026-08-31 10:00:00,Merchant_A,dLocal,card,CO,Banco de Bogota,191579.93,COP,approved,,False,
live_ffd78f8317ab,2026-08-31 10:00:00,Merchant_C,Stripe,wallet,BR,,670.36,BRL,approved,,False,
live_7c834976c0e4,2026-08-31 10:00:00,Merchant_C,dLocal,PSE,CO,,216899.1,COP,approved,,False,
live_0d32ce88f6a2,2026-08-31 10:00:00,Merchant_B,Adyen,PSE,CO,,159473.64,COP,approved,,False,
live_257f575fd240,2026-08-31 10:00:00,Merchant_C,dLocal,PIX,BR,,375.16,BRL,approved,,False,
live_28b33a14a3c0,2026-08-31 10:00:00,Merchant_C,Stripe,card,BR,Banco do Brasil,416.55,BRL,approved,,False,
live_2debad75a8dc,2026-08-31 10:00:00,Merchant_B,Stripe,card,MX,Santander,1279.46,MXN,approved,,False,
live_f3f37db93613,2026-08-31 10:00:00,Merchant_B,Stripe,card,MX,BBVA,1040.6,MXN,approved,,False,
live_24e9ee4466a5,2026-08-31 10:00:00,Merchant_C,Stripe,PIX,BR,,296.67,BRL,approved,,False,
live_4db5c9cc717c,2026-08-31 10:00:00,Merchant_C,Stripe,PIX,BR,,269.99,BRL,approved,,False,
live_09cbb7ca22e8,2026-08-31 10:00:00,Merchant_C,dLocal,wallet,MX,,523.02,MXN,approved,,False,
live_b772efb9734c,2026-08-31 10:00:00,Merchant_C,Adyen,PIX,BR,,235.09,BRL,approved,,False,
live_8ca48ad0973f,2026-08-31 10:00:00,Merchant_A,Adyen,card,BR,Nubank,28.0,BRL,approved,,False,
live_20bcf87ed513,2026-08-31 10:00:00,Merchant_A,Stripe,PSE,CO,,113116.23,COP,approved,,False,
live_ace9d6f3b03d,2026-08-31 10:00:00,Merchant_C,Stripe,cash_in_store,MX,,405.7,MXN,approved,,False,
live_2487af02e58e,2026-08-31 10:00:00,Merchant_C,dLocal,cash_in_store,MX,,348.21,MXN,approved,,False,
live_c48037bcb116,2026-08-31 10:00:00,Merchant_A,Adyen,cash_in_store,MX,,989.95,MXN,approved,,False,
live_ecc5f037b226,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,CO,,217440.16,COP,approved,,False,
live_aab69552d730,2026-08-31 10:00:00,Merchant_A,Adyen,PSE,CO,,184282.16,COP,approved,,False,
live_b602aa97f6e9,2026-08-31 10:00:00,Merchant_A,Adyen,wallet,MX,,114.75,MXN,declined,DO_NOT_HONOR,False,
live_8869d49895cc,2026-08-31 10:00:00,Merchant_A,Stripe,wallet,CO,,50726.03,COP,approved,,False,
live_600af36f7207,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,CO,,185853.98,COP,approved,,False,
live_d83b9800c41b,2026-08-31 10:00:00,Merchant_B,Adyen,wallet,BR,,122.8,BRL,approved,,False,
live_3fc4276dda18,2026-08-31 10:00:00,Merchant_A,dLocal,cash_in_store,MX,,787.68,MXN,approved,,False,
live_3d1683908941,2026-08-31 10:00:00,Merchant_C,Stripe,PSE,CO,,158503.65,COP,approved,,False,
live_eccbac044332,2026-08-31 10:00:00,Merchant_C,dLocal,card,MX,Santander,415.83,MXN,approved,,False,
live_a537c45b77cc,2026-08-31 10:00:00,Merchant_C,Adyen,cash_in_store,MX,,952.69,MXN,declined,INSUFFICIENT_FUNDS,False,
live_aa999d0089f0,2026-08-31 10:00:00,Merchant_A,Adyen,PSE,CO,,26618.22,COP,declined,INSUFFICIENT_FUNDS,False,
live_e5539f5fc9bd,2026-08-31 10:00:00,Merchant_B,Stripe,wallet,CO,,77904.26,COP,approved,,False,
live_803f43659d7d,2026-08-31 10:00:00,Merchant_A,Adyen,PSE,CO,,142384.74,COP,approved,,False,
live_373000c7a561,2026-08-31 10:00:00,Merchant_C,Stripe,card,CO,Banco de Bogota,12000.0,COP,approved,,False,
live_bfbbce2e5212,2026-08-31 10:00:00,Merchant_B,Adyen,card,CO,Banco de Bogota,150833.23,COP,approved,,False,
live_d8fc7aadcba6,2026-08-31 10:00:00,Merchant_A,dLocal,wallet,CO,,118625.35,COP,approved,,False,
live_594215261ea4,2026-08-31 10:00:00,Merchant_B,dLocal,PSE,CO,,158674.3,COP,declined,INSUFFICIENT_FUNDS,False,
live_bac4118fccab,2026-08-31 10:00:00,Merchant_B,Stripe,card,BR,Banco do Brasil,315.83,BRL,approved,,False,
live_1a84e4fa8b94,2026-08-31 10:00:00,Merchant_B,dLocal,wallet,BR,,498.26,BRL,approved,,False,
live_21fa468a4824,2026-08-31 10:01:00,Merchant_B,dLocal,PSE,CO,,128765.72,COP,approved,,False,
live_f062084931fe,2026-08-31 10:01:00,Merchant_C,Adyen,PSE,CO,,89941.61,COP,approved,,False,
live_508c02b8f1d5,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,MX,,961.15,MXN,approved,,False,
live_475847e3a757,2026-08-31 10:01:00,Merchant_B,Adyen,card,BR,Banco do Brasil,366.93,BRL,approved,,False,
live_fdba516c5bb1,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,CO,,123420.2,COP,approved,,False,
live_625964e93fba,2026-08-31 10:01:00,Merchant_B,Adyen,wallet,BR,,286.49,BRL,declined,INVALID_CARD,False,
live_d4590974a245,2026-08-31 10:01:00,Merchant_B,dLocal,cash_in_store,MX,,549.0,MXN,declined,INSUFFICIENT_FUNDS,False,
live_924ee7187116,2026-08-31 10:01:00,Merchant_C,Stripe,card,MX,Banorte,568.55,MXN,approved,,False,
live_30795596bad1,2026-08-31 10:01:00,Merchant_B,Stripe,card,MX,Banorte,198.7,MXN,approved,,False,
live_22826fc73db2,2026-08-31 10:01:00,Merchant_A,Adyen,PSE,CO,,242470.37,COP,approved,,False,
live_75c657266f5c,2026-08-31 10:01:00,Merchant_A,Stripe,wallet,BR,,80.98,BRL,approved,,False,
live_4f59543b166d,2026-08-31 10:01:00,Merchant_C,Adyen,PSE,CO,,71496.64,COP,approved,,False,
live_cadb188552b9,2026-08-31 10:01:00,Merchant_B,Stripe,card,BR,Bradesco,165.05,BRL,approved,,False,
live_b7dd64c09ef3,2026-08-31 10:01:00,Merchant_B,Adyen,card,CO,Bancolombia,182644.71,COP,approved,,False,
live_9b437e9fba68,2026-08-31 10:01:00,Merchant_A,dLocal,cash_in_store,MX,,752.53,MXN,approved,,False,
live_e7686b01c85b,2026-08-31 10:01:00,Merchant_A,Stripe,card,MX,Citibanamex,1523.87,MXN,approved,,False,
live_d84986029386,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,CO,,72855.66,COP,approved,,False,
live_b09ffdd81560,2026-08-31 10:01:00,Merchant_A,dLocal,card,CO,Bancolombia,139529.59,COP,approved,,False,
live_6fce2602176c,2026-08-31 10:01:00,Merchant_C,Stripe,wallet,MX,,482.33,MXN,approved,,False,
live_9cf3e7c6ffff,2026-08-31 10:01:00,Merchant_B,dLocal,card,MX,BBVA,1972.57,MXN,approved,,False,
live_341a351900ca,2026-08-31 10:01:00,Merchant_A,Stripe,card,CO,Bancolombia,36868.11,COP,approved,,False,
live_70b49964f115,2026-08-31 10:01:00,Merchant_A,Stripe,PSE,CO,,141687.45,COP,approved,,False,
live_0ff6aa7fe723,2026-08-31 10:01:00,Merchant_C,Stripe,cash_in_store,MX,,1216.89,MXN,approved,,False,
live_6d812b4bd011,2026-08-31 10:01:00,Merchant_A,Stripe,card,CO,Banco de Bogota,148965.94,COP,declined,SUSPECTED_FRAUD,False,
live_a5d642663bc9,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,CO,,107029.86,COP,approved,,False,
live_7c9583fcb83d,2026-08-31 10:01:00,Merchant_A,dLocal,card,MX,Santander,835.09,MXN,declined,DO_NOT_HONOR,False,
live_6f5551ea278d,2026-08-31 10:01:00,Merchant_C,Stripe,cash_in_store,MX,,921.91,MXN,declined,INSUFFICIENT_FUNDS,False,
live_143091649f3d,2026-08-31 10:01:00,Merchant_C,Adyen,PIX,BR,,256.48,BRL,approved,,False,
live_90e0bc98f090,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,MX,,1381.94,MXN,approved,,False,
live_20d091dda8f8,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,MX,,2005.26,MXN,approved,,False,
live_d5bdeda7a1bb,2026-08-31 10:01:00,Merchant_A,Adyen,PIX,BR,,190.8,BRL,approved,,False,
live_d4278af67b55,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,MX,,215.1,MXN,approved,,False,
live_e8b5c77c191e,2026-08-31 10:01:00,Merchant_C,dLocal,PSE,CO,,113820.26,COP,approved,,False,
live_7a853193eb5b,2026-08-31 10:01:00,Merchant_B,Adyen,card,CO,Bancolombia,300579.65,COP,declined,INVALID_CARD,False,
live_6befe67f89ea,2026-08-31 10:01:00,Merchant_A,Stripe,wallet,CO,,63742.78,COP,approved,,False,
live_9a5a09752a28,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,234738.18,COP,approved,,False,
live_0cd940095ff8,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,237439.06,COP,approved,,False,
live_fd0682363125,2026-08-31 10:01:00,Merchant_A,Adyen,card,MX,Banorte,623.21,MXN,approved,,False,
live_a615ff00364e,2026-08-31 10:01:00,Merchant_A,Stripe,PSE,CO,,159828.82,COP,approved,,False,
live_0163a0d2753f,2026-08-31 10:01:00,Merchant_C,dLocal,PIX,BR,,540.54,BRL,approved,,False,
live_b466ab2a3bfb,2026-08-31 10:01:00,Merchant_C,Adyen,PIX,BR,,219.34,BRL,approved,,False,
live_1f9fa19649c6,2026-08-31 10:01:00,Merchant_A,Stripe,PSE,CO,,105749.37,COP,approved,,False,
live_a865e2117d89,2026-08-31 10:01:00,Merchant_A,Stripe,card,BR,Itau,186.93,BRL,approved,,False,
live_e8d75fbebcd5,2026-08-31 10:01:00,Merchant_A,Adyen,cash_in_store,MX,,392.62,MXN,approved,,False,
live_cda2e2293c13,2026-08-31 10:01:00,Merchant_C,Stripe,card,BR,Banco do Brasil,176.12,BRL,approved,,False,
live_587b5f677585,2026-08-31 10:01:00,Merchant_B,Adyen,wallet,BR,,84.17,BRL,approved,,False,
live_0c3e20644b68,2026-08-31 10:01:00,Merchant_C,Stripe,card,BR,Banco do Brasil,285.45,BRL,approved,,False,
live_65787c8b68e9,2026-08-31 10:01:00,Merchant_B,Adyen,PSE,CO,,66101.87,COP,approved,,False,
live_6299fd427465,2026-08-31 10:01:00,Merchant_C,Adyen,wallet,BR,,317.41,BRL,approved,,False,
live_4621a3d40444,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,MX,,122.05,MXN,approved,,False,
live_b39d7f9bb5cb,2026-08-31 10:01:00,Merchant_C,Adyen,wallet,BR,,332.94,BRL,approved,,False,
live_984b60ea903c,2026-08-31 10:01:00,Merchant_C,Stripe,wallet,MX,,1316.76,MXN,approved,,False,
live_788e547a633d,2026-08-31 10:01:00,Merchant_C,dLocal,PSE,CO,,12000.0,COP,approved,,False,
live_456b117f22ed,2026-08-31 10:01:00,Merchant_C,Stripe,card,MX,Banorte,1087.03,MXN,approved,,False,
live_7455dcefa8c7,2026-08-31 10:01:00,Merchant_A,dLocal,PIX,BR,,476.43,BRL,approved,,False,
live_9e2c9688dcca,2026-08-31 10:01:00,Merchant_B,Adyen,PSE,CO,,35325.13,COP,approved,,False,
live_d441ce420372,2026-08-31 10:01:00,Merchant_A,dLocal,wallet,MX,,1736.29,MXN,approved,,False,
live_63a1322d58f2,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,MX,,1109.51,MXN,approved,,False,
live_37295684a2bd,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,CO,,70649.17,COP,approved,,False,
live_716facb30cb4,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,CO,,116096.16,COP,approved,,False,
live_e36f1236e7ed,2026-08-31 10:01:00,Merchant_B,dLocal,PSE,CO,,159082.88,COP,approved,,False,
live_26e075920f58,2026-08-31 10:01:00,Merchant_A,dLocal,wallet,CO,,125320.38,COP,approved,,False,
live_8e236d45d5fd,2026-08-31 10:01:00,Merchant_C,Adyen,card,BR,Nubank,366.2,BRL,declined,SUSPECTED_FRAUD,False,
live_037ebbd5e7a8,2026-08-31 10:01:00,Merchant_B,dLocal,card,MX,Santander,439.66,MXN,approved,,False,
live_a9e35cf84065,2026-08-31 10:01:00,Merchant_C,Adyen,card,CO,Banco de Bogota,131855.26,COP,approved,,False,
live_267883c35474,2026-08-31 10:01:00,Merchant_A,dLocal,PIX,BR,,53.81,BRL,approved,,False,
live_16e91b435b42,2026-08-31 10:01:00,Merchant_B,Adyen,card,BR,Nubank,262.2,BRL,approved,,False,
live_22590b823fc1,2026-08-31 10:01:00,Merchant_C,Adyen,PSE,CO,,56726.47,COP,approved,,False,
live_f24cfa4a4040,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,68512.9,COP,approved,,False,
live_6513be72fe10,2026-08-31 10:01:00,Merchant_A,Stripe,wallet,BR,,477.77,BRL,approved,,False,
live_bcb559a1661d,2026-08-31 10:01:00,Merchant_C,dLocal,wallet,MX,,1445.66,MXN,declined,SUSPECTED_FRAUD,False,
live_7bbf93d0615b,2026-08-31 10:01:00,Merchant_C,Adyen,wallet,BR,,377.46,BRL,approved,,False,
live_31a37d5672f4,2026-08-31 10:01:00,Merchant_B,Stripe,card,CO,Bancolombia,43538.11,COP,approved,,False,
live_3057b365f277,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,CO,,97851.41,COP,approved,,False,
live_ed98289d0d86,2026-08-31 10:01:00,Merchant_B,dLocal,card,CO,Davivienda,204916.84,COP,approved,,False,
live_85ee7d255c80,2026-08-31 10:01:00,Merchant_A,Stripe,card,MX,Santander,970.86,MXN,approved,,False,
live_b6e2c411ab66,2026-08-31 10:01:00,Merchant_B,Adyen,wallet,BR,,651.09,BRL,approved,,False,
live_6eeb136c6ee6,2026-08-31 10:01:00,Merchant_A,Stripe,PSE,CO,,147532.25,COP,approved,,False,
live_25779eb802a2,2026-08-31 10:01:00,Merchant_C,Stripe,cash_in_store,MX,,996.02,MXN,approved,,False,
live_a9e648a189a0,2026-08-31 10:01:00,Merchant_A,Adyen,cash_in_store,MX,,745.44,MXN,declined,SUSPECTED_FRAUD,False,
live_98d54a4b2b0e,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,129347.86,COP,approved,,False,
live_bbf84b63228f,2026-08-31 10:01:00,Merchant_A,Stripe,card,BR,Itau,255.6,BRL,approved,,False,
live_e58e3deaea98,2026-08-31 10:01:00,Merchant_A,dLocal,card,MX,Banorte,1254.05,MXN,approved,,False,
live_22de2b844957,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,BR,,433.07,BRL,declined,DO_NOT_HONOR,False,
live_09081207ddb6,2026-08-31 10:01:00,Merchant_A,Stripe,card,MX,Santander,507.01,MXN,approved,,False,
live_d1d280538575,2026-08-31 10:01:00,Merchant_C,Stripe,PSE,CO,,26813.69,COP,approved,,False,
live_2c56335783a3,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,MX,,90.0,MXN,approved,,False,
live_54fe52b14edc,2026-08-31 10:01:00,Merchant_A,Adyen,PSE,CO,,155559.39,COP,approved,,False,
live_2733ab72e4bf,2026-08-31 10:01:00,Merchant_C,dLocal,card,MX,BBVA,348.32,MXN,approved,,False,
live_ed21cbd5ea93,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,12000.0,COP,approved,,False,
live_a09e23c2959e,2026-08-31 10:01:00,Merchant_A,dLocal,card,BR,Banco do Brasil,342.17,BRL,approved,,False,
live_544b78cd1c1f,2026-08-31 10:01:00,Merchant_B,Adyen,card,CO,Bancolombia,294509.97,COP,approved,,False,
live_89816f1bdf65,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,MX,,896.96,MXN,approved,,False,
live_9c0576b41827,2026-08-31 10:01:00,Merchant_A,Adyen,PSE,CO,,178694.35,COP,declined,INVALID_CARD,False,
live_6cb5f0136fc1,2026-08-31 10:01:00,Merchant_C,Adyen,card,CO,Bancolombia,125728.06,COP,approved,,False,
live_6e944ce0ff59,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,113077.72,COP,approved,,False,
live_5397e06d93d1,2026-08-31 10:01:00,Merchant_A,dLocal,cash_in_store,MX,,1359.54,MXN,approved,,False,
live_1fb35ce78566,2026-08-31 10:01:00,Merchant_A,Stripe,PIX,BR,,233.56,BRL,approved,,False,
live_9435c220c812,2026-08-31 10:01:00,Merchant_C,Stripe,card,CO,Bancolombia,138717.46,COP,approved,,False,
live_971ea7035ed6,2026-08-31 10:01:00,Merchant_A,dLocal,wallet,BR,,331.47,BRL,approved,,False,
live_39379a23ffc4,2026-08-31 10:01:00,Merchant_B,Adyen,wallet,CO,,73233.67,COP,approved,,False,
live_1aa943eb26d9,2026-08-31 10:01:00,Merchant_C,Adyen,PIX,BR,,438.73,BRL,approved,,False,
live_303b0c1659e6,2026-08-31 10:01:00,Merchant_A,Adyen,PSE,CO,,107752.82,COP,approved,,False,
live_5759b95a0b93,2026-08-31 10:01:00,Merchant_C,dLocal,cash_in_store,MX,,522.13,MXN,declined,DO_NOT_HONOR,False,
live_1281ec25fcd6,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,CO,,157555.69,COP,approved,,False,
live_59a5f66fef8a,2026-08-31 10:01:00,Merchant_B,dLocal,PIX,BR,,136.25,BRL,approved,,False,
live_2a375e660e2f,2026-08-31 10:01:00,Merchant_A,dLocal,card,CO,Bancolombia,121972.68,COP,approved,,False,
live_d8efaa10a8b7,2026-08-31 10:01:00,Merchant_C,Adyen,card,CO,Bancolombia,119361.67,COP,approved,,False,
live_64bc0ce5a155,2026-08-31 10:01:00,Merchant_B,dLocal,PSE,CO,,196012.69,COP,approved,,False,
live_bd80cb2ab06e,2026-08-31 10:01:00,Merchant_C,Stripe,wallet,MX,,1137.35,MXN,approved,,False,
live_ceb17ce713b3,2026-08-31 10:01:00,Merchant_A,Stripe,PSE,CO,,118248.11,COP,approved,,False,
live_b1e2e25655e4,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,CO,,177243.64,COP,approved,,False,
live_7ae42731d187,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,CO,,217314.53,COP,approved,,False,
live_5f4310709055,2026-08-31 10:01:00,Merchant_B,dLocal,PIX,BR,,369.25,BRL,approved,,False,
live_56183ec08784,2026-08-31 10:01:00,Merchant_A,Stripe,PIX,BR,,281.66,BRL,approved,,False,
live_dcfbbd4797a9,2026-08-31 10:01:00,Merchant_C,dLocal,wallet,CO,,28171.46,COP,approved,,False,
live_7e6f5742f5b3,2026-08-31 10:01:00,Merchant_C,Adyen,PIX,BR,,109.58,BRL,approved,,False,
live_9b650634fe84,2026-08-31 10:01:00,Merchant_C,Stripe,cash_in_store,MX,,747.39,MXN,approved,,False,
live_24e761727bd3,2026-08-31 10:01:00,Merchant_B,Adyen,PIX,BR,,182.48,BRL,approved,,False,
live_03ea6ed89157,2026-08-31 10:01:00,Merchant_C,Adyen,card,BR,Nubank,250.08,BRL,approved,,False,
live_39e766ea2ecd,2026-08-31 10:01:00,Merchant_B,Adyen,cash_in_store,MX,,928.32,MXN,declined,SUSPECTED_FRAUD,False,
live_c9a70e23c7c9,2026-08-31 10:01:00,Merchant_B,dLocal,PSE,CO,,157078.49,COP,approved,,False,
live_3a04c23ff77c,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,MX,,864.75,MXN,approved,,False,
live_70b6672c0b7e,2026-08-31 10:01:00,Merchant_C,Adyen,card,BR,Bradesco,357.84,BRL,approved,,False,
live_0d26d9d2e6a8,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,MX,,932.24,MXN,approved,,False,
live_2e4ee29c832e,2026-08-31 10:01:00,Merchant_A,Adyen,card,CO,Davivienda,12000.0,COP,declined,SUSPECTED_FRAUD,False,
live_a5d78de89fbf,2026-08-31 10:01:00,Merchant_B,Adyen,PIX,BR,,129.71,BRL,approved,,False,
live_fff87cd16e8f,2026-08-31 10:01:00,Merchant_A,Adyen,card,MX,Santander,827.96,MXN,approved,,False,
live_7d94f44bdaa1,2026-08-31 10:01:00,Merchant_C,dLocal,wallet,MX,,295.15,MXN,approved,,False,
live_7f2e30055cf6,2026-08-31 10:01:00,Merchant_C,dLocal,card,MX,Citibanamex,1199.96,MXN,approved,,False,
live_dee2af63280a,2026-08-31 10:01:00,Merchant_C,Stripe,PSE,CO,,227152.56,COP,approved,,False,
live_58f69b744ca9,2026-08-31 10:01:00,Merchant_A,Adyen,PIX,BR,,475.0,BRL,approved,,False,
live_e4aaf5b44ece,2026-08-31 10:01:00,Merchant_A,Stripe,wallet,MX,,793.28,MXN,approved,,False,
live_a3145f00b476,2026-08-31 10:01:00,Merchant_C,dLocal,card,CO,Davivienda,224350.83,COP,approved,,False,
live_636314b55c26,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,130406.72,COP,approved,,False,
live_1f52f43fe375,2026-08-31 10:01:00,Merchant_C,Adyen,wallet,MX,,731.46,MXN,approved,,False,
live_62d31740238a,2026-08-31 10:01:00,Merchant_C,Adyen,card,BR,Banco do Brasil,181.86,BRL,approved,,False,
live_0b19629457e5,2026-08-31 10:01:00,Merchant_A,Stripe,card,CO,Bancolombia,98827.12,COP,approved,,False,
live_0d9a264fddb8,2026-08-31 10:01:00,Merchant_C,dLocal,card,CO,Bancolombia,92827.62,COP,approved,,False,
live_5045b2418776,2026-08-31 10:01:00,Merchant_C,Adyen,wallet,CO,,131929.14,COP,approved,,False,
live_5f2f02cc5e1e,2026-08-31 10:01:00,Merchant_B,dLocal,card,MX,Citibanamex,980.29,MXN,declined,INVALID_CARD,False,
live_69ce0c58c762,2026-08-31 10:01:00,Merchant_B,dLocal,wallet,CO,,120213.22,COP,approved,,False,
live_5cccae001104,2026-08-31 10:01:00,Merchant_B,dLocal,card,CO,Davivienda,150585.67,COP,approved,,False,
live_348934d8b3a9,2026-08-31 10:01:00,Merchant_B,Adyen,wallet,BR,,470.5,BRL,approved,,False,
live_14398254390a,2026-08-31 10:01:00,Merchant_A,Adyen,wallet,BR,,431.93,BRL,approved,,False,
live_d25460d8d955,2026-08-31 10:01:00,Merchant_A,Adyen,PSE,CO,,16057.14,COP,declined,DO_NOT_HONOR,False,
live_1ece5c8a2c62,2026-08-31 10:01:00,Merchant_B,Stripe,wallet,BR,,28.0,BRL,approved,,False,
