transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,status,decline_code,amount,currency,retry_flag,original_transaction_id,recovered_after_retry,processing_time_ms,amount_usd
tx_4e7ff314e5eb,2026-07-02 02:46:29.384998,Merchant_A,Adyen,wallet,BR,,approved,,330.58,BRL,False,,False,402,66.12
tx_717c119619da,2026-07-02 02:48:13.064998,Merchant_C,Adyen,wallet,MX,,approved,,132.21,MXN,False,,False,428,7.27
tx_653b986a8e62,2026-07-02 02:49:56.744998,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,378.0,BRL,False,,False,317,75.6
tx_4c364cb80c1e,2026-07-02 02:51:40.424998,Merchant_C,Stripe,PIX,BR,,approved,,240.95,BRL,False,,False,307,48.19
tx_edb15caca58f,2026-07-02 02:53:24.104998,Merchant_B,Adyen,card,MX,Santander,approved,,832.75,MXN,False,,False,390,45.8
tx_805dd654189f,2026-07-02 02:55:07.784998,Merchant_A,dLocal,PSE,CO,,approved,,220195.67,COP,False,,False,569,55.05
tx_0338c241033f,2026-07-02 02:56:51.464998,Merchant_C,Stripe,card,MX,BBVA,approved,,243.89,MXN,False,,False,356,13.41
tx_aa693c3da929,2026-07-02 02:58:35.144998,Merchant_A,Adyen,wallet,CO,,approved,,213025.33,COP,False,,False,394,53.26
tx_66bac8962ae2,2026-07-02 03:00:18.824998,Merchant_B,Adyen,wallet,CO,,approved,,196368.63,COP,False,,False,541,49.09
tx_ef146cd1094d,2026-07-02 03:02:02.504998,Merchant_A,Stripe,wallet,BR,,approved,,443.79,BRL,False,,False,328,88.76
tx_8e78399bc9a0,2026-07-02 03:03:46.184998,Merchant_A,Adyen,card,MX,BBVA,approved,,1422.54,MXN,False,,False,373,78.24
tx_043155f0354e,2026-07-02 03:05:29.864998,Merchant_B,Adyen,wallet,BR,,approved,,283.82,BRL,False,,False,328,56.76
tx_eb9c11502688,2026-07-02 03:07:13.544998,Merchant_B,dLocal,PIX,BR,,approved,,530.15,BRL,False,,False,341,106.03
tx_9f4887188623,2026-07-02 03:08:57.224998,Merchant_A,Stripe,card,MX,Banorte,approved,,1666.18,MXN,False,,False,347,91.64
tx_3931eb1e4aac,2026-07-02 03:10:40.904998,Merchant_B,dLocal,card,MX,BBVA,approved,,200.35,MXN,False,,False,484,11.02
tx_3dacceba61ac,2026-07-02 03:12:24.584998,Merchant_A,dLocal,wallet,MX,,approved,,90.0,MXN,False,,False,515,4.95
tx_590653a9fe9b,2026-07-02 03:14:08.264998,Merchant_C,dLocal,wallet,CO,,approved,,181966.2,COP,False,,False,368,45.49
tx_27aa3977f815,2026-07-02 03:15:51.944998,Merchant_C,dLocal,PSE,CO,,approved,,128648.34,COP,False,,False,674,32.16
tx_b9a3dde158af,2026-07-02 03:17:35.624998,Merchant_C,Adyen,PIX,BR,,approved,,199.08,BRL,False,,False,264,39.82
tx_10d970fa1f81,2026-07-02 03:19:19.304998,Merchant_A,Stripe,card,MX,BBVA,approved,,1640.83,MXN,False,,False,457,90.25
tx_d84398599f47,2026-07-02 03:21:02.984998,Merchant_A,Stripe,wallet,MX,,approved,,901.85,MXN,False,,False,385,49.6
tx_9fe78a1d21e0,2026-07-02 03:22:46.664998,Merchant_A,Adyen,wallet,BR,,approved,,494.64,BRL,False,,False,293,98.93
tx_c5191a7ca0b1,2026-07-02 03:24:30.344998,Merchant_A,Stripe,PIX,BR,,approved,,202.35,BRL,False,,False,402,40.47
tx_1c6b7f09617d,2026-07-02 03:26:14.024998,Merchant_B,Adyen,card,MX,BBVA,approved,,1742.51,MXN,False,,False,410,95.84
tx_e1a89bd42c62,2026-07-02 03:27:57.704998,Merchant_C,dLocal,wallet,MX,,declined,INVALID_CARD,460.09,MXN,False,,True,678,25.3
tx_54f4ef954d5d,2026-07-02 03:29:41.384998,Merchant_C,dLocal,wallet,MX,,approved,,460.09,MXN,True,tx_e1a89bd42c62,True,376,25.3
tx_400bea486475,2026-07-02 03:31:25.064998,Merchant_C,Adyen,card,CO,Davivienda,approved,,96540.36,COP,False,,False,390,24.14
tx_33f34b9d2c4d,2026-07-02 03:33:08.744998,Merchant_C,Adyen,PIX,BR,,approved,,528.67,BRL,False,,False,436,105.73
tx_d56d32353eb8,2026-07-02 03:34:52.424998,Merchant_C,dLocal,wallet,BR,,approved,,346.38,BRL,False,,False,495,69.28
tx_de604901e3f3,2026-07-02 03:36:36.104998,Merchant_A,Adyen,PSE,CO,,approved,,123046.03,COP,False,,False,410,30.76
tx_2e775e5fb1b4,2026-07-02 03:38:19.784998,Merchant_C,dLocal,wallet,BR,,approved,,28.0,BRL,False,,False,404,5.6
tx_aa66eacbd541,2026-07-02 03:40:03.464998,Merchant_A,dLocal,card,CO,Banco de Bogota,approved,,136892.54,COP,False,,False,301,34.22
tx_32192504dc93,2026-07-02 03:41:47.144998,Merchant_B,dLocal,card,BR,Nubank,declined,INVALID_CARD,341.81,BRL,False,,False,415,68.36
tx_b81e78d20a56,2026-07-02 03:43:30.824998,Merchant_B,dLocal,cash_in_store,MX,,approved,,1777.74,MXN,False,,False,628,97.78
tx_40e4a2c97e6b,2026-07-02 03:45:14.504998,Merchant_A,Adyen,cash_in_store,MX,,approved,,667.1,MXN,False,,False,346,36.69
tx_4575f69beefb,2026-07-02 03:46:58.184998,Merchant_C,Stripe,cash_in_store,MX,,declined,SUSPECTED_FRAUD,863.03,MXN,False,,True,276,47.47
tx_fdee96d02cf8,2026-07-02 03:48:41.864998,Merchant_C,Adyen,card,BR,Nubank,approved,,311.2,BRL,False,,False,291,62.24
tx_e5cb4305d500,2026-07-02 03:50:25.544998,Merchant_C,dLocal,wallet,CO,,approved,,40856.93,COP,False,,False,514,10.21
tx_867f333ade82,2026-07-02 03:52:09.224998,Merchant_C,Stripe,wallet,MX,,approved,,1214.76,MXN,False,,False,249,66.81
tx_1784e96ab5f7,2026-07-02 03:53:52.904998,Merchant_C,Stripe,cash_in_store,MX,,approved,,863.03,MXN,True,tx_4575f69beefb,True,377,47.47
tx_767682d37dff,2026-07-02 03:55:36.584998,Merchant_A,Adyen,PSE,CO,,approved,,75789.56,COP,False,,False,382,18.95
tx_4277d4450bab,2026-07-02 03:57:20.264998,Merchant_A,Adyen,wallet,MX,,approved,,1310.17,MXN,False,,False,356,72.06
tx_c90c2a7598ef,2026-07-02 03:59:03.944998,Merchant_A,Stripe,PIX,BR,,approved,,352.76,BRL,False,,False,271,70.55
tx_ddad4f59ab25,2026-07-02 04:00:47.624998,Merchant_C,Stripe,wallet,MX,,approved,,801.77,MXN,False,,False,294,44.1
tx_869ac7e97c33,2026-07-02 04:02:31.304998,Merchant_A,dLocal,PSE,CO,,declined,INSUFFICIENT_FUNDS,67739.52,COP,False,,True,418,16.93
tx_e9c4bde2444b,2026-07-02 04:04:14.984998,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,12000.0,COP,False,,False,273,3.0
tx_a64c63b64625,2026-07-02 04:05:58.664998,Merchant_C,Stripe,cash_in_store,MX,,approved,,757.56,MXN,False,,False,290,41.67
tx_afe809821c75,2026-07-02 04:07:42.344998,Merchant_B,Stripe,cash_in_store,MX,,approved,,779.25,MXN,False,,False,305,42.86
tx_bd9c19c9e949,2026-07-02 04:09:26.024998,Merchant_B,dLocal,card,BR,Bradesco,approved,,356.71,BRL,False,,False,544,71.34
tx_4654845f7421,2026-07-02 04:11:09.704998,Merchant_A,Stripe,wallet,MX,,declined,INSUFFICIENT_FUNDS,575.12,MXN,False,,False,219,31.63
tx_4c092fa44fde,2026-07-02 04:12:53.384998,Merchant_B,Adyen,wallet,CO,,approved,,47056.89,COP,False,,False,316,11.76
tx_e6df612af6eb,2026-07-02 04:14:37.064998,Merchant_B,Adyen,wallet,BR,,approved,,223.69,BRL,False,,False,290,44.74
tx_536c0cd62676,2026-07-02 04:16:20.744998,Merchant_B,Stripe,card,BR,Banco do Brasil,approved,,72.62,BRL,False,,False,275,14.52
tx_4a53258a7d5a,2026-07-02 04:18:04.424998,Merchant_C,dLocal,PSE,CO,,declined,INVALID_CARD,132699.86,COP,False,,False,511,33.17
tx_036583a46bf2,2026-07-02 04:19:48.104998,Merchant_C,dLocal,card,MX,BBVA,approved,,621.29,MXN,False,,False,390,34.17
tx_eb9ad3aff171,2026-07-02 04:21:31.784998,Merchant_B,Stripe,wallet,MX,,approved,,436.65,MXN,False,,False,307,24.02
tx_4e89d87ce185,2026-07-02 04:23:15.464998,Merchant_A,dLocal,card,BR,Nubank,approved,,144.25,BRL,False,,False,508,28.85
tx_590070443410,2026-07-02 04:24:59.144998,Merchant_C,Adyen,wallet,BR,,approved,,28.0,BRL,False,,False,327,5.6
tx_756c639536e4,2026-07-02 04:26:42.824998,Merchant_B,dLocal,cash_in_store,MX,,declined,INVALID_CARD,1050.55,MXN,False,,False,462,57.78
tx_ebfc794a6b03,2026-07-02 04:28:26.504998,Merchant_C,dLocal,cash_in_store,MX,,approved,,2246.52,MXN,False,,False,481,123.56
tx_11d4da9659ea,2026-07-02 04:30:10.184998,Merchant_B,Stripe,PIX,BR,,approved,,119.35,BRL,False,,False,302,23.87
tx_98cc9ddb21f3,2026-07-02 04:31:53.864998,Merchant_C,dLocal,wallet,CO,,approved,,12000.0,COP,False,,False,430,3.0
tx_cb85039f25a3,2026-07-02 04:33:37.544998,Merchant_B,Stripe,card,BR,Nubank,approved,,146.71,BRL,False,,False,378,29.34
tx_a2afb3e159b3,2026-07-02 04:35:21.224998,Merchant_A,Stripe,cash_in_store,MX,,approved,,625.23,MXN,False,,False,301,34.39
tx_7e54eb20e302,2026-07-02 04:37:04.904998,Merchant_C,Adyen,wallet,CO,,approved,,75510.95,COP,False,,False,516,18.88
tx_faa4e091ab6a,2026-07-02 04:38:48.584998,Merchant_A,Adyen,wallet,MX,,declined,SUSPECTED_FRAUD,575.12,MXN,True,tx_4654845f7421,False,331,31.63
tx_dfa27f4d5810,2026-07-02 04:40:32.264998,Merchant_A,Adyen,PIX,BR,,approved,,573.21,BRL,False,,False,433,114.64
tx_ca2a4923f90c,2026-07-02 04:42:15.944998,Merchant_C,Stripe,PSE,CO,,declined,DO_NOT_HONOR,132699.86,COP,True,tx_4a53258a7d5a,False,346,33.17
tx_2bae202d434d,2026-07-02 04:43:59.624998,Merchant_C,dLocal,wallet,CO,,approved,,145811.32,COP,False,,False,487,36.45
tx_18afb437c9dd,2026-07-02 04:45:43.304998,Merchant_C,Stripe,card,BR,Nubank,approved,,28.0,BRL,False,,False,289,5.6
tx_7a41e5a39698,2026-07-02 04:47:26.984998,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,179161.06,COP,False,,False,306,44.79
tx_38eb43843ce8,2026-07-02 04:49:10.664998,Merchant_A,Adyen,card,MX,Citibanamex,approved,,197.41,MXN,False,,False,355,10.86
tx_288aeb1293d9,2026-07-02 04:50:54.344998,Merchant_B,dLocal,cash_in_store,MX,,declined,INVALID_CARD,1050.55,MXN,True,tx_756c639536e4,False,644,57.78
tx_5ccea2527a00,2026-07-02 04:52:38.024998,Merchant_B,dLocal,PIX,BR,,declined,INVALID_CARD,479.5,BRL,False,,True,432,95.9
tx_af3c0c611a32,2026-07-02 04:54:21.704998,Merchant_A,Stripe,wallet,CO,,approved,,186601.45,COP,False,,False,282,46.65
tx_248c65ffdf7b,2026-07-02 04:56:05.384998,Merchant_C,dLocal,cash_in_store,MX,,approved,,90.0,MXN,False,,False,329,4.95
tx_820852f02c3e,2026-07-02 04:57:49.064998,Merchant_A,dLocal,card,CO,Banco de Bogota,approved,,229402.21,COP,False,,False,407,57.35
tx_4a776af1927a,2026-07-02 04:59:32.744998,Merchant_B,Stripe,card,BR,Nubank,approved,,241.06,BRL,False,,False,287,48.21
tx_9e6609ae653b,2026-07-02 05:01:16.424998,Merchant_B,Stripe,card,BR,Nubank,declined,SUSPECTED_FRAUD,341.81,BRL,True,tx_32192504dc93,False,452,68.36
tx_073a8e546948,2026-07-02 05:03:00.104998,Merchant_A,Stripe,card,CO,Banco de Bogota,approved,,233817.12,COP,False,,False,476,58.45
tx_d042cbc0ee08,2026-07-02 05:04:43.784998,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,108866.84,COP,False,,False,332,27.22
tx_1c40384a6562,2026-07-02 05:06:27.464998,Merchant_A,Stripe,PSE,CO,,approved,,13835.02,COP,False,,False,420,3.46
tx_e87deb591df0,2026-07-02 05:08:11.144998,Merchant_B,Adyen,PSE,CO,,approved,,38255.43,COP,False,,False,379,9.56
tx_5c77e05eeda4,2026-07-02 05:09:54.824998,Merchant_A,dLocal,cash_in_store,MX,,approved,,351.35,MXN,False,,False,369,19.32
tx_e5e76d27ec4a,2026-07-02 05:11:38.504998,Merchant_A,dLocal,PSE,CO,,approved,,61391.63,COP,False,,False,367,15.35
tx_bf3285c94a28,2026-07-02 05:13:22.184998,Merchant_B,Adyen,card,BR,Banco do Brasil,approved,,193.74,BRL,False,,False,310,38.75
tx_836239c2e86c,2026-07-02 05:15:05.864998,Merchant_B,dLocal,PIX,BR,,approved,,479.5,BRL,True,tx_5ccea2527a00,True,540,95.9
tx_114c9390a54e,2026-07-02 05:16:49.544998,Merchant_A,dLocal,PSE,CO,,approved,,67739.52,COP,True,tx_869ac7e97c33,True,307,16.93
tx_ffdeb55413bf,2026-07-02 05:18:33.224998,Merchant_C,Adyen,wallet,BR,,approved,,315.29,BRL,False,,False,469,63.06
tx_2aec37706f0e,2026-07-02 05:20:16.904998,Merchant_C,Stripe,card,BR,Itau,declined,DO_NOT_HONOR,197.89,BRL,False,,False,256,39.58
tx_16a5549d286f,2026-07-02 05:22:00.584998,Merchant_A,Stripe,wallet,BR,,declined,DO_NOT_HONOR,243.12,BRL,False,,True,398,48.62
tx_d214c6b5bc36,2026-07-02 05:23:44.264998,Merchant_A,Stripe,wallet,CO,,approved,,133587.53,COP,False,,False,270,33.4
tx_0895271254dc,2026-07-02 05:25:27.944998,Merchant_C,dLocal,wallet,MX,,approved,,1141.94,MXN,False,,False,307,62.81
tx_534b5eeae2ae,2026-07-02 05:27:11.624998,Merchant_C,Adyen,card,BR,Itau,declined,INVALID_CARD,197.89,BRL,True,tx_2aec37706f0e,False,421,39.58
tx_d7a9ad31e772,2026-07-02 05:28:55.304998,Merchant_A,Adyen,wallet,BR,,approved,,243.12,BRL,True,tx_16a5549d286f,True,396,48.62
tx_de49ce756c67,2026-07-02 05:30:38.984998,Merchant_A,dLocal,card,MX,Banorte,approved,,746.1,MXN,False,,False,339,41.04
tx_d21664cf951d,2026-07-02 05:32:22.664998,Merchant_A,Stripe,PSE,CO,,declined,DO_NOT_HONOR,57932.34,COP,False,,True,350,14.48
tx_32c420af7620,2026-07-02 05:34:06.344998,Merchant_A,Stripe,PSE,CO,,approved,,57932.34,COP,True,tx_d21664cf951d,True,402,14.48
tx_85b2cfb7ba3c,2026-07-02 05:35:50.024998,Merchant_B,Adyen,card,MX,Banorte,approved,,581.35,MXN,False,,False,401,31.97
tx_7129f761cf6b,2026-07-02 05:37:33.704998,Merchant_B,Adyen,card,CO,Bancolombia,approved,,12000.0,COP,False,,False,307,3.0
tx_99f835e585b1,2026-07-02 05:39:17.384998,Merchant_C,Stripe,PIX,BR,,approved,,275.03,BRL,False,,False,241,55.01
tx_fe0bea756805,2026-07-02 05:41:01.064998,Merchant_B,Stripe,PIX,BR,,approved,,130.16,BRL,False,,False,259,26.03
tx_7a3609f83144,2026-07-02 05:42:44.744998,Merchant_C,Adyen,card,CO,Davivienda,approved,,140453.49,COP,False,,False,343,35.11
tx_45b62d79a7a3,2026-07-02 05:44:28.424998,Merchant_A,Stripe,PIX,BR,,approved,,28.0,BRL,False,,False,150,5.6
tx_b728b1e20597,2026-07-02 05:46:12.104998,Merchant_C,Stripe,card,BR,Bradesco,approved,,182.9,BRL,False,,False,344,36.58
tx_136c7e8b73c2,2026-07-02 05:47:55.784998,Merchant_B,Stripe,wallet,CO,,approved,,12000.0,COP,False,,False,272,3.0
tx_74b21ea1e1eb,2026-07-02 05:49:39.464998,Merchant_B,dLocal,card,MX,Santander,approved,,636.88,MXN,False,,False,606,35.03
tx_423815f0f358,2026-07-02 05:51:23.144998,Merchant_C,Adyen,card,CO,Bancolombia,approved,,93048.47,COP,False,,False,394,23.26
tx_a95042ab077c,2026-07-02 05:53:06.824998,Merchant_B,dLocal,card,BR,Itau,approved,,302.6,BRL,False,,False,184,60.52
tx_08ed779659f2,2026-07-02 05:54:50.504998,Merchant_B,dLocal,PSE,CO,,approved,,173774.51,COP,False,,False,465,43.44
tx_9531f25782af,2026-07-02 05:56:34.184998,Merchant_B,dLocal,card,CO,Banco de Bogota,approved,,155578.8,COP,False,,False,911,38.89
tx_3c76ccb84804,2026-07-02 05:58:17.864998,Merchant_A,Stripe,wallet,CO,,approved,,12000.0,COP,False,,False,439,3.0
tx_4ba299ae976b,2026-07-02 06:00:01.544998,Merchant_B,Stripe,wallet,MX,,approved,,756.28,MXN,False,,False,331,41.6
tx_569f04527f45,2026-07-02 06:01:45.224998,Merchant_C,dLocal,wallet,MX,,approved,,877.24,MXN,False,,False,389,48.25
tx_e49cf6369d8c,2026-07-02 06:03:28.904998,Merchant_C,dLocal,wallet,MX,,approved,,615.08,MXN,False,,False,479,33.83
tx_903699e52e69,2026-07-02 06:05:12.584998,Merchant_C,Adyen,wallet,CO,,approved,,13797.84,COP,False,,False,427,3.45
tx_b32ace55c5e9,2026-07-02 06:06:56.264998,Merchant_C,Adyen,wallet,MX,,approved,,691.9,MXN,False,,False,258,38.05
tx_cf49fb5f47c8,2026-07-02 06:08:39.944998,Merchant_B,Stripe,wallet,BR,,approved,,208.0,BRL,False,,False,404,41.6
tx_91b6e97b26c3,2026-07-02 06:10:23.624998,Merchant_C,Adyen,card,MX,BBVA,approved,,632.33,MXN,False,,False,392,34.78
tx_6721189f024d,2026-07-02 06:12:07.304998,Merchant_C,dLocal,wallet,CO,,approved,,68833.06,COP,False,,False,530,17.21
tx_6ee026a071e9,2026-07-02 06:13:50.984998,Merchant_C,Stripe,wallet,CO,,approved,,167985.54,COP,False,,False,448,42.0
tx_f8e63f5326d3,2026-07-02 06:15:34.664998,Merchant_A,dLocal,PIX,BR,,approved,,251.91,BRL,False,,False,520,50.38
tx_e057153e6990,2026-07-02 06:17:18.344998,Merchant_B,dLocal,PSE,CO,,approved,,126864.73,COP,False,,False,595,31.72
tx_af418b8cc264,2026-07-02 06:19:02.024998,Merchant_A,Stripe,PIX,BR,,approved,,164.99,BRL,False,,False,365,33.0
tx_b57fd90ce34a,2026-07-02 06:20:45.704998,Merchant_B,Stripe,card,MX,BBVA,approved,,802.65,MXN,False,,False,305,44.15
tx_ac4a11047751,2026-07-02 06:22:29.384998,Merchant_C,Adyen,card,BR,Itau,approved,,294.68,BRL,False,,False,382,58.94
tx_91620ddb43bf,2026-07-02 06:24:13.064998,Merchant_B,dLocal,card,BR,Bradesco,declined,SUSPECTED_FRAUD,261.4,BRL,False,,False,465,52.28
tx_cc2c66ec9255,2026-07-02 06:25:56.744998,Merchant_B,dLocal,card,BR,Bradesco,declined,DO_NOT_HONOR,261.4,BRL,True,tx_91620ddb43bf,False,629,52.28
tx_c7bace18929b,2026-07-02 06:27:40.424998,Merchant_A,dLocal,wallet,MX,,approved,,1392.72,MXN,False,,False,544,76.6
tx_fd2f9ba82882,2026-07-02 06:29:24.104998,Merchant_C,dLocal,PSE,CO,,approved,,88112.23,COP,False,,False,333,22.03
tx_beba931c5c02,2026-07-02 06:31:07.784998,Merchant_C,dLocal,cash_in_store,MX,,approved,,1377.65,MXN,False,,False,545,75.77
tx_d7ef2517a81c,2026-07-02 06:32:51.464998,Merchant_C,Stripe,card,BR,Bradesco,approved,,515.63,BRL,False,,False,264,103.13
tx_77c1bcb7821f,2026-07-02 06:34:35.144998,Merchant_B,dLocal,card,MX,Banorte,approved,,785.23,MXN,False,,False,243,43.19
tx_ea8a92629247,2026-07-02 06:36:18.824998,Merchant_A,dLocal,wallet,BR,,approved,,217.2,BRL,False,,False,559,43.44
tx_393b84a9ddbd,2026-07-02 06:38:02.504998,Merchant_C,dLocal,PSE,CO,,approved,,87345.32,COP,False,,False,516,21.84
tx_4d9a9476a3f1,2026-07-02 06:39:46.184998,Merchant_C,dLocal,wallet,CO,,approved,,106664.78,COP,False,,False,478,26.67
tx_fced32382e4f,2026-07-02 06:41:29.864998,Merchant_B,Adyen,PSE,CO,,approved,,39661.6,COP,False,,False,367,9.92
tx_f3c825348a11,2026-07-02 06:43:13.544998,Merchant_B,Adyen,PIX,BR,,approved,,28.0,BRL,False,,False,343,5.6
tx_21ee65787ae6,2026-07-02 06:44:57.224998,Merchant_C,Stripe,card,MX,Banorte,declined,INVALID_CARD,90.0,MXN,False,,True,400,4.95
tx_524c4ec8e996,2026-07-02 06:46:40.904998,Merchant_A,Adyen,card,CO,Banco de Bogota,approved,,174418.51,COP,False,,False,402,43.6
tx_858708f52a2a,2026-07-02 06:48:24.584998,Merchant_C,Adyen,card,MX,Santander,approved,,1660.5,MXN,False,,False,274,91.33
tx_780c65a85a69,2026-07-02 06:50:08.264998,Merchant_C,dLocal,card,MX,BBVA,approved,,1773.68,MXN,False,,False,551,97.55
tx_11539343fc35,2026-07-02 06:51:51.944998,Merchant_C,Adyen,PIX,BR,,approved,,242.15,BRL,False,,False,462,48.43
tx_bb30a577945c,2026-07-02 06:53:35.624998,Merchant_A,Adyen,wallet,CO,,approved,,42559.45,COP,False,,False,285,10.64
tx_378c02e1f69b,2026-07-02 06:55:19.304998,Merchant_C,Adyen,card,BR,Banco do Brasil,approved,,182.63,BRL,False,,False,312,36.53
tx_ce84a95b11cd,2026-07-02 06:57:02.984998,Merchant_C,Stripe,card,MX,Banorte,approved,,90.0,MXN,True,tx_21ee65787ae6,True,230,4.95
tx_a451b83b9ea3,2026-07-02 06:58:46.664998,Merchant_A,Stripe,card,BR,Banco do Brasil,approved,,475.69,BRL,False,,False,290,95.14
tx_92c76e815666,2026-07-02 07:00:30.344998,Merchant_C,Adyen,card,BR,Itau,approved,,336.4,BRL,False,,False,308,67.28
tx_ad8761239dac,2026-07-02 07:02:14.024998,Merchant_A,Adyen,PIX,BR,,approved,,28.0,BRL,False,,False,384,5.6
tx_aab88abc5f66,2026-07-02 07:03:57.704998,Merchant_B,Stripe,wallet,BR,,approved,,28.0,BRL,False,,False,304,5.6
tx_f7bc22a96265,2026-07-02 07:05:41.384998,Merchant_A,Adyen,PIX,BR,,approved,,61.07,BRL,False,,False,538,12.21
tx_891229dd817b,2026-07-02 07:07:25.064998,Merchant_C,dLocal,card,CO,Davivienda,approved,,183795.39,COP,False,,False,452,45.95
tx_726c5abfd4e4,2026-07-02 07:09:08.744998,Merchant_A,Adyen,wallet,BR,,approved,,482.19,BRL,False,,False,283,96.44
tx_d4157a0c1822,2026-07-02 07:10:52.424998,Merchant_A,Stripe,card,MX,BBVA,approved,,1171.74,MXN,False,,False,324,64.45
tx_9f618e31a7d1,2026-07-02 07:12:36.104998,Merchant_C,Stripe,cash_in_store,MX,,approved,,1032.01,MXN,False,,False,405,56.76
tx_c138e78c582f,2026-07-02 07:14:19.784998,Merchant_B,Adyen,wallet,CO,,approved,,171274.45,COP,False,,False,385,42.82
tx_84f220c4975a,2026-07-02 07:16:03.464998,Merchant_A,Stripe,card,MX,BBVA,approved,,90.0,MXN,False,,False,237,4.95
tx_4e78993dfe9c,2026-07-02 07:17:47.144998,Merchant_B,dLocal,wallet,BR,,approved,,260.37,BRL,False,,False,451,52.07
tx_bc568ac2608a,2026-07-02 07:19:30.824998,Merchant_C,dLocal,card,CO,Bancolombia,approved,,40885.74,COP,False,,False,729,10.22
tx_0d90e518b168,2026-07-02 07:21:14.504998,Merchant_B,Adyen,PIX,BR,,declined,DO_NOT_HONOR,522.62,BRL,False,,False,414,104.52
tx_1b0031537e8d,2026-07-02 07:22:58.184998,Merchant_B,Adyen,PIX,BR,,declined,DO_NOT_HONOR,522.62,BRL,True,tx_0d90e518b168,False,366,104.52
tx_9fcdc0b3fc21,2026-07-02 07:24:41.864998,Merchant_A,Stripe,PIX,BR,,approved,,246.05,BRL,False,,False,238,49.21
tx_9013eb105b7f,2026-07-02 07:26:25.544998,Merchant_C,dLocal,PSE,CO,,approved,,125423.64,COP,False,,False,470,31.36
tx_4658a1e8667c,2026-07-02 07:28:09.224998,Merchant_C,dLocal,PSE,CO,,approved,,33076.76,COP,False,,False,480,8.27
tx_935dc0ee9523,2026-07-02 07:29:52.904998,Merchant_B,Stripe,card,CO,Davivienda,approved,,109131.87,COP,False,,False,166,27.28
tx_920f90c4ddfe,2026-07-02 07:31:36.584998,Merchant_B,Stripe,card,MX,Santander,approved,,469.81,MXN,False,,False,278,25.84
tx_e604f47163ae,2026-07-02 07:33:20.264998,Merchant_C,Stripe,card,CO,Davivienda,approved,,252138.14,COP,False,,False,351,63.03
tx_fd40587d05ca,2026-07-02 07:35:03.944998,Merchant_C,Adyen,card,CO,Davivienda,approved,,26516.29,COP,False,,False,403,6.63
tx_9c179cfee8c4,2026-07-02 07:36:47.624998,Merchant_B,Stripe,card,MX,Banorte,approved,,126.35,MXN,False,,False,391,6.95
tx_e09f1f9e58a6,2026-07-02 07:38:31.304998,Merchant_A,Adyen,wallet,MX,,approved,,664.44,MXN,False,,False,351,36.54
tx_10ccf9ca71db,2026-07-02 07:40:14.984998,Merchant_B,Stripe,card,BR,Bradesco,approved,,492.13,BRL,False,,False,213,98.43
tx_971f7b2309fc,2026-07-02 07:41:58.664998,Merchant_A,Adyen,cash_in_store,MX,,approved,,201.44,MXN,False,,False,307,11.08
tx_3bce64fe0ac8,2026-07-02 07:43:42.344998,Merchant_A,Stripe,card,BR,Itau,approved,,446.14,BRL,False,,False,196,89.23
tx_8d9f0bf06484,2026-07-02 07:45:26.024998,Merchant_A,Stripe,wallet,CO,,approved,,12000.0,COP,False,,False,276,3.0
tx_7026834a1305,2026-07-02 07:47:09.704998,Merchant_A,Adyen,card,BR,Nubank,approved,,368.28,BRL,False,,False,468,73.66
tx_48287bdd4124,2026-07-02 07:48:53.384998,Merchant_B,dLocal,card,CO,Banco de Bogota,declined,INVALID_CARD,87578.7,COP,False,,False,390,21.89
tx_a7e58ea327cc,2026-07-02 07:50:37.064998,Merchant_A,Stripe,card,MX,Santander,approved,,1476.95,MXN,False,,False,169,81.23
tx_d6e719006ff0,2026-07-02 07:52:20.744998,Merchant_B,dLocal,PSE,CO,,declined,DO_NOT_HONOR,92803.55,COP,False,,True,462,23.2
tx_4d99677d413f,2026-07-02 07:54:04.424998,Merchant_C,Stripe,wallet,BR,,approved,,351.87,BRL,False,,False,271,70.37
tx_782e5f658cd0,2026-07-02 07:55:48.104998,Merchant_A,dLocal,wallet,MX,,approved,,917.22,MXN,False,,False,141,50.45
tx_9d1b59709957,2026-07-02 07:57:31.784998,Merchant_B,Stripe,wallet,BR,,approved,,174.68,BRL,False,,False,344,34.94
tx_904740b61337,2026-07-02 07:59:15.464998,Merchant_C,Stripe,card,BR,Banco do Brasil,approved,,122.83,BRL,False,,False,314,24.57
tx_c3022440faa5,2026-07-02 08:00:59.144998,Merchant_B,Adyen,wallet,BR,,approved,,351.5,BRL,False,,False,329,70.3
tx_dfd4e6509001,2026-07-02 08:02:42.824998,Merchant_C,dLocal,PSE,CO,,approved,,131932.46,COP,False,,False,324,32.98
tx_108775524ade,2026-07-02 08:04:26.504998,Merchant_C,Adyen,wallet,CO,,declined,INSUFFICIENT_FUNDS,105537.21,COP,False,,True,414,26.38
tx_62df07dcda4a,2026-07-02 08:06:10.184998,Merchant_B,Stripe,wallet,MX,,approved,,978.49,MXN,False,,False,266,53.82
tx_3a7725246488,2026-07-02 08:07:53.864998,Merchant_C,Stripe,PSE,CO,,approved,,135695.15,COP,False,,False,363,33.92
