transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,status,decline_code,is_retry
live_202608311003_303,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_304,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_305,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311003_306,2026-08-31 10:03:00,Merchant_C,dLocal,card,BR,Itau,approved,,False
live_202608311003_307,2026-08-31 10:03:00,Merchant_B,Adyen,PIX,BR,,approved,,False
live_202608311003_308,2026-08-31 10:03:00,Merchant_B,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_309,2026-08-31 10:03:00,Merchant_B,dLocal,card,MX,BBVA,approved,,False
live_202608311003_310,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_311,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311003_312,2026-08-31 10:03:00,Merchant_B,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_313,2026-08-31 10:03:00,Merchant_B,dLocal,card,MX,Banorte,approved,,False
live_202608311003_314,2026-08-31 10:03:00,Merchant_C,Adyen,card,CO,Bancolombia,approved,,False
live_202608311003_315,2026-08-31 10:03:00,Merchant_A,dLocal,PSE,CO,,approved,,False
live_202608311003_316,2026-08-31 10:03:00,Merchant_B,Stripe,card,MX,Banorte,approved,,False
live_202608311003_317,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,BR,,approved,,False
live_202608311003_318,2026-08-31 10:03:00,Merchant_A,dLocal,card,CO,Davivienda,approved,,False
live_202608311003_319,2026-08-31 10:03:00,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311003_320,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,MX,,approved,,False
live_202608311003_321,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311003_322,2026-08-31 10:03:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_323,2026-08-31 10:03:00,Merchant_C,Stripe,PSE,CO,,approved,,False
live_202608311003_324,2026-08-31 10:03:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311003_325,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_326,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_327,2026-08-31 10:03:00,Merchant_C,Stripe,PSE,CO,,approved,,False
live_202608311003_328,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_329,2026-08-31 10:03:00,Merchant_A,dLocal,card,BR,Itau,approved,,False
live_202608311003_330,2026-08-31 10:03:00,Merchant_B,Adyen,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_331,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,MX,,approved,,False
live_202608311003_332,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311003_333,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_334,2026-08-31 10:03:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_335,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_336,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311003_337,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311003_338,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311003_339,2026-08-31 10:03:00,Merchant_C,Stripe,card,BR,Itau,approved,,False
live_202608311003_340,2026-08-31 10:03:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311003_341,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_342,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_343,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311003_344,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_345,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_346,2026-08-31 10:03:00,Merchant_B,Stripe,card,BR,Banco do Brasil,approved,,False
live_202608311003_347,2026-08-31 10:03:00,Merchant_A,dLocal,card,MX,Banorte,approved,,False
live_202608311003_348,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_349,2026-08-31 10:03:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311003_350,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_351,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_352,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311003_353,2026-08-31 10:03:00,Merchant_A,dLocal,wallet,CO,,approved,,False
live_202608311003_354,2026-08-31 10:03:00,Merchant_C,Adyen,card,CO,Banco de Bogota,approved,,False
live_202608311003_355,2026-08-31 10:03:00,Merchant_C,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_356,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,CO,,approved,,False
live_202608311003_357,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_358,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_359,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,MX,,approved,,False
live_202608311003_360,2026-08-31 10:03:00,Merchant_B,dLocal,card,CO,Banco de Bogota,approved,,False
live_202608311003_361,2026-08-31 10:03:00,Merchant_B,dLocal,card,BR,Nubank,approved,,False
live_202608311003_362,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,MX,,approved,,False
live_202608311003_363,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_364,2026-08-31 10:03:00,Merchant_B,Adyen,card,CO,Banco de Bogota,approved,,False
live_202608311003_365,2026-08-31 10:03:00,Merchant_B,dLocal,card,MX,Santander,approved,,False
live_202608311003_366,2026-08-31 10:03:00,Merchant_A,dLocal,PSE,CO,,approved,,False
live_202608311003_367,2026-08-31 10:03:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311003_368,2026-08-31 10:03:00,Merchant_A,dLocal,card,CO,Davivienda,approved,,False
live_202608311003_369,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311003_370,2026-08-31 10:03:00,Merchant_C,Adyen,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311003_371,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_372,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,MX,,approved,,False
live_202608311003_373,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_374,2026-08-31 10:03:00,Merchant_C,Stripe,card,BR,Bradesco,approved,,False
live_202608311003_375,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Santander,approved,,False
live_202608311003_376,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311003_377,2026-08-31 10:03:00,Merchant_B,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_378,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_379,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311003_380,2026-08-31 10:03:00,Merchant_B,dLocal,card,BR,Nubank,approved,,False
live_202608311003_381,2026-08-31 10:03:00,Merchant_C,Stripe,card,MX,Citibanamex,approved,,False
live_202608311003_382,2026-08-31 10:03:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_383,2026-08-31 10:03:00,Merchant_B,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_384,2026-08-31 10:03:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311003_385,2026-08-31 10:03:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311003_386,2026-08-31 10:03:00,Merchant_A,Stripe,card,MX,Citibanamex,approved,,False
live_202608311003_387,2026-08-31 10:03:00,Merchant_C,dLocal,card,MX,Citibanamex,approved,,False
live_202608311003_388,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_389,2026-08-31 10:03:00,Merchant_A,dLocal,wallet,BR,,approved,,False
live_202608311003_390,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_391,2026-08-31 10:03:00,Merchant_C,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_392,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,CO,,approved,,False
live_202608311003_393,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_394,2026-08-31 10:03:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_395,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311003_396,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311003_397,2026-08-31 10:03:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311003_398,2026-08-31 10:03:00,Merchant_A,Adyen,card,CO,Davivienda,approved,,False
live_202608311003_399,2026-08-31 10:03:00,Merchant_B,dLocal,card,MX,Citibanamex,approved,,False
live_202608311003_400,2026-08-31 10:03:00,Merchant_A,dLocal,card,CO,Bancolombia,approved,,False
live_202608311003_401,2026-08-31 10:03:00,Merchant_B,Stripe,PSE,CO,,approved,,False
live_202608311003_402,2026-08-31 10:03:00,Merchant_A,Adyen,card,BR,Bradesco,approved,,False
live_202608311003_403,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311003_404,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311003_405,2026-08-31 10:03:00,Merchant_A,Adyen,card,BR,Bradesco,approved,,False
live_202608311003_406,2026-08-31 10:03:00,Merchant_B,Stripe,card,MX,Banorte,approved,,False
live_202608311003_407,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311003_408,2026-08-31 10:03:00,Merchant_C,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_409,2026-08-31 10:03:00,Merchant_C,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_410,2026-08-31 10:03:00,Merchant_B,dLocal,card,CO,Davivienda,approved,,False
live_202608311003_411,2026-08-31 10:03:00,Merchant_B,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_412,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,CO,,declined,DO_NOT_HONOR,False
live_202608311003_413,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311003_414,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Citibanamex,approved,,False
live_202608311003_415,2026-08-31 10:03:00,Merchant_B,Stripe,card,BR,Bradesco,approved,,False
live_202608311003_416,2026-08-31 10:03:00,Merchant_C,Stripe,card,MX,Banorte,approved,,False
live_202608311003_417,2026-08-31 10:03:00,Merchant_C,dLocal,card,CO,Davivienda,approved,,False
live_202608311003_418,2026-08-31 10:03:00,Merchant_B,Stripe,card,BR,Nubank,approved,,False
live_202608311003_419,2026-08-31 10:03:00,Merchant_C,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_420,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311003_421,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_422,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_423,2026-08-31 10:03:00,Merchant_A,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_424,2026-08-31 10:03:00,Merchant_C,Stripe,PSE,CO,,approved,,False
live_202608311003_425,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311003_426,2026-08-31 10:03:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311003_427,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_428,2026-08-31 10:03:00,Merchant_B,Adyen,PIX,BR,,approved,,False
live_202608311003_429,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,CO,,approved,,False
live_202608311003_430,2026-08-31 10:03:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311003_431,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311003_432,2026-08-31 10:03:00,Merchant_A,Adyen,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311003_433,2026-08-31 10:03:00,Merchant_C,Adyen,card,BR,Nubank,approved,,False
live_202608311003_434,2026-08-31 10:03:00,Merchant_B,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_435,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_436,2026-08-31 10:03:00,Merchant_A,dLocal,card,BR,Bradesco,approved,,False
live_202608311003_437,2026-08-31 10:03:00,Merchant_A,Stripe,card,BR,Bradesco,approved,,False
live_202608311003_438,2026-08-31 10:03:00,Merchant_C,dLocal,card,BR,Nubank,approved,,False
live_202608311003_439,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,CO,,approved,,False
live_202608311003_440,2026-08-31 10:03:00,Merchant_B,Adyen,card,MX,BBVA,approved,,False
live_202608311003_441,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_442,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Citibanamex,approved,,False
live_202608311003_443,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_444,2026-08-31 10:03:00,Merchant_A,Adyen,PIX,BR,,approved,,False
live_202608311003_445,2026-08-31 10:03:00,Merchant_B,Adyen,card,MX,BBVA,approved,,False
live_202608311003_446,2026-08-31 10:03:00,Merchant_B,Stripe,card,BR,Bradesco,approved,,False
live_202608311003_447,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_448,2026-08-31 10:03:00,Merchant_C,dLocal,PSE,CO,,approved,,False
live_202608311003_449,2026-08-31 10:03:00,Merchant_C,Adyen,wallet,MX,,approved,,False
live_202608311003_450,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311003_451,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_452,2026-08-31 10:03:00,Merchant_B,Adyen,card,CO,Banco de Bogota,approved,,False
live_202608311003_453,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,CO,,approved,,False
live_202608311003_454,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_455,2026-08-31 10:03:00,Merchant_A,Stripe,card,BR,Bradesco,approved,,False
live_202608311003_456,2026-08-31 10:03:00,Merchant_C,Adyen,card,CO,Bancolombia,approved,,False
live_202608311003_457,2026-08-31 10:03:00,Merchant_B,dLocal,card,CO,Bancolombia,approved,,False
live_202608311003_458,2026-08-31 10:03:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311003_459,2026-08-31 10:03:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311003_460,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_461,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_462,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,CO,,approved,,False
live_202608311003_463,2026-08-31 10:03:00,Merchant_B,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_464,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311003_465,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,CO,,approved,,False
live_202608311003_466,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_467,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311003_468,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,MX,,approved,,False
live_202608311003_469,2026-08-31 10:03:00,Merchant_C,Adyen,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311003_470,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_471,2026-08-31 10:03:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311003_472,2026-08-31 10:03:00,Merchant_C,Adyen,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_473,2026-08-31 10:03:00,Merchant_A,dLocal,PSE,CO,,approved,,False
live_202608311003_474,2026-08-31 10:03:00,Merchant_B,Adyen,card,BR,Nubank,approved,,False
live_202608311003_475,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Bancolombia,approved,,False
live_202608311003_476,2026-08-31 10:03:00,Merchant_A,Adyen,card,CO,Davivienda,approved,,False
live_202608311003_477,2026-08-31 10:03:00,Merchant_A,Stripe,card,BR,Itau,approved,,False
live_202608311003_478,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_479,2026-08-31 10:03:00,Merchant_A,dLocal,wallet,BR,,approved,,False
live_202608311003_480,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Santander,declined,DO_NOT_HONOR,False
live_202608311003_481,2026-08-31 10:03:00,Merchant_B,dLocal,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311003_482,2026-08-31 10:03:00,Merchant_B,Adyen,card,MX,BBVA,approved,,False
live_202608311003_483,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_484,2026-08-31 10:03:00,Merchant_A,Adyen,card,BR,Banco do Brasil,approved,,False
live_202608311003_485,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Citibanamex,approved,,False
live_202608311003_486,2026-08-31 10:03:00,Merchant_A,Adyen,card,BR,Nubank,declined,DO_NOT_HONOR,False
live_202608311003_487,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311003_488,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,CO,,approved,,False
live_202608311003_489,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,CO,,approved,,False
live_202608311003_490,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_491,2026-08-31 10:03:00,Merchant_B,Stripe,card,BR,Itau,approved,,False
live_202608311003_492,2026-08-31 10:03:00,Merchant_C,Adyen,card,CO,Bancolombia,approved,,False
live_202608311003_493,2026-08-31 10:03:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_494,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311003_495,2026-08-31 10:03:00,Merchant_B,Adyen,card,CO,Bancolombia,approved,,False
live_202608311003_496,2026-08-31 10:03:00,Merchant_B,Adyen,PSE,CO,,approved,,False
live_202608311003_497,2026-08-31 10:03:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311003_498,2026-08-31 10:03:00,Merchant_B,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_499,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_500,2026-08-31 10:03:00,Merchant_B,dLocal,card,MX,Banorte,approved,,False
live_202608311003_501,2026-08-31 10:03:00,Merchant_C,Stripe,card,BR,Itau,declined,DO_NOT_HONOR,False
live_202608311003_502,2026-08-31 10:03:00,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311003_503,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_504,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_505,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311003_506,2026-08-31 10:03:00,Merchant_C,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_507,2026-08-31 10:03:00,Merchant_B,Adyen,card,CO,Bancolombia,approved,,False
live_202608311003_508,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,BR,,approved,,False
live_202608311003_509,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,CO,,approved,,False
live_202608311003_510,2026-08-31 10:03:00,Merchant_A,dLocal,wallet,CO,,approved,,False
live_202608311003_511,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Citibanamex,approved,,False
live_202608311003_512,2026-08-31 10:03:00,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_513,2026-08-31 10:03:00,Merchant_A,Stripe,card,BR,Nubank,approved,,False
live_202608311003_514,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_515,2026-08-31 10:03:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311003_516,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311003_517,2026-08-31 10:03:00,Merchant_A,dLocal,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311003_518,2026-08-31 10:03:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_519,2026-08-31 10:03:00,Merchant_C,Stripe,PSE,CO,,approved,,False
live_202608311003_520,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,BR,,approved,,False
live_202608311003_521,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,declined,DO_NOT_HONOR,False
live_202608311003_522,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_523,2026-08-31 10:03:00,Merchant_A,dLocal,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311003_524,2026-08-31 10:03:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_525,2026-08-31 10:03:00,Merchant_C,dLocal,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_526,2026-08-31 10:03:00,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311003_527,2026-08-31 10:03:00,Merchant_A,Stripe,card,MX,BBVA,approved,,False
live_202608311003_528,2026-08-31 10:03:00,Merchant_C,Adyen,card,BR,Bradesco,approved,,False
live_202608311003_529,2026-08-31 10:03:00,Merchant_A,Stripe,card,MX,Santander,approved,,False
live_202608311003_530,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_531,2026-08-31 10:03:00,Merchant_C,dLocal,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311003_532,2026-08-31 10:03:00,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311003_533,2026-08-31 10:03:00,Merchant_A,Adyen,card,MX,Banorte,approved,,False
live_202608311003_534,2026-08-31 10:03:00,Merchant_B,dLocal,PIX,BR,,approved,,False
live_202608311003_535,2026-08-31 10:03:00,Merchant_A,Adyen,PIX,BR,,approved,,False
live_202608311003_536,2026-08-31 10:03:00,Merchant_B,Adyen,card,MX,Banorte,approved,,False
live_202608311003_537,2026-08-31 10:03:00,Merchant_A,dLocal,card,CO,Bancolombia,approved,,False
live_202608311003_538,2026-08-31 10:03:00,Merchant_A,Adyen,card,CO,Davivienda,approved,,False
live_202608311003_539,2026-08-31 10:03:00,Merchant_B,Stripe,wallet,BR,,approved,,False
live_202608311003_540,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_541,2026-08-31 10:03:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311003_542,2026-08-31 10:03:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311003_543,2026-08-31 10:03:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311003_544,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,MX,,approved,,False
live_202608311003_545,2026-08-31 10:03:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311003_546,2026-08-31 10:03:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_547,2026-08-31 10:03:00,Merchant_A,Adyen,card,BR,Bradesco,approved,,False
live_202608311003_548,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Bancolombia,approved,,False
live_202608311003_549,2026-08-31 10:03:00,Merchant_C,Stripe,cash_in_store,MX,,approved,,False
live_202608311003_550,2026-08-31 10:03:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311003_551,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311003_552,2026-08-31 10:03:00,Merchant_C,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311003_553,2026-08-31 10:03:00,Merchant_A,Stripe,card,MX,Santander,approved,,False
live_202608311003_554,2026-08-31 10:03:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311003_555,2026-08-31 10:03:00,Merchant_C,Adyen,PIX,BR,,approved,,False
live_202608311003_556,2026-08-31 10:03:00,Merchant_C,dLocal,card,CO,Banco de Bogota,approved,,False
live_202608311003_557,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Banco de Bogota,declined,DO_NOT_HONOR,False
live_202608311003_558,2026-08-31 10:03:00,Merchant_C,Adyen,card,BR,Banco do Brasil,approved,,False
live_202608311003_559,2026-08-31 10:03:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311003_560,2026-08-31 10:03:00,Merchant_C,dLocal,card,MX,Citibanamex,approved,,False
live_202608311003_561,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_562,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_563,2026-08-31 10:03:00,Merchant_B,dLocal,PSE,CO,,approved,,False
live_202608311003_564,2026-08-31 10:03:00,Merchant_C,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_565,2026-08-31 10:03:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311003_566,2026-08-31 10:03:00,Merchant_C,Stripe,card,BR,Itau,approved,,False
live_202608311003_567,2026-08-31 10:03:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311003_568,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_569,2026-08-31 10:03:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311003_570,2026-08-31 10:03:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311003_571,2026-08-31 10:03:00,Merchant_C,dLocal,card,MX,Banorte,approved,,False
live_202608311003_572,2026-08-31 10:03:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311003_573,2026-08-31 10:03:00,Merchant_C,Stripe,wallet,BR,,approved,,False
live_202608311003_574,2026-08-31 10:03:00,Merchant_C,Adyen,card,MX,Banorte,approved,,False
live_202608311003_575,2026-08-31 10:03:00,Merchant_C,dLocal,wallet,MX,,approved,,False
live_202608311003_576,2026-08-31 10:03:00,Merchant_C,Adyen,wallet,MX,,approved,,False
live_202608311003_577,2026-08-31 10:03:00,Merchant_B,Adyen,card,CO,Davivienda,approved,,False
